team,purse_spent,purse_left,players_bought,overseas_buys,player_id,player_name,player_fullname,birthdate,type,base_price,sold_price,sold_price_in_cr,status,transferred,overseas
Punjab Kings,1196500000,3500000,25/25,8-Aug,732293,Vishnu Vinod,Vishnu Vinod,12/2/1993,BATTER,3000000,9500000,0.95,New,FALSE,FALSE
Punjab Kings,1196500000,3500000,25/25,8-Aug,1163695,KR Sen,Kuldeep Sen,10/22/1996,BOWLER,7500000,8000000,0.8,New,FALSE,FALSE
Punjab Kings,1196500000,3500000,25/25,8-Aug,1050545,XC Bartlett,Xavier Bartlett,12/17/1998,BOWLER,7500000,8000000,0.8,New,FALSE,TRUE
Punjab Kings,1196500000,3500000,25/25,8-Aug,1339698,Suryansh Shedge,Suryansh Shedge,1/29/2003,ALL_ROUNDER,3000000,3000000,0.3,New,FALSE,FALSE
Punjab Kings,1196500000,3500000,25/25,8-Aug,1324449,P Avinash,Pyla Avinash,7/7/2000,BATTER,3000000,3000000,0.3,New,FALSE,FALSE
Punjab Kings,1196500000,3500000,25/25,8-Aug,1316430,Musheer Khan,Musheer Khan,2/27/2005,ALL_ROUNDER,3000000,3000000,0.3,New,FALSE,FALSE
Punjab Kings,1196500000,3500000,25/25,8-Aug,1292496,Harnoor Singh,Harnoor Singh,1/30/2003,BATTER,3000000,3000000,0.3,New,FALSE,FALSE
Punjab Kings,1196500000,3500000,25/25,8-Aug,777515,P Dubey,Praveen Dubey,7/1/1993,ALL_ROUNDER,3000000,3000000,0.3,New,FALSE,FALSE
Rajasthan Royals,1197000000,3000000,20/25,8-Jun,1151278,YBK Jaiswal,Yashasvi Jaiswal,12/28/2001,ALL_ROUNDER,0,180000000,18,Retained,FALSE,FALSE
Rajasthan Royals,1197000000,3000000,20/25,8-Jun,425943,SV Samson,Sanju Samson,11/11/1994,BATTER,0,180000000,18,Retained,FALSE,FALSE
Rajasthan Royals,1197000000,3000000,20/25,8-Jun,1175488,DC Jurel,Dhruv Jurel,1/21/2001,BATTER,0,140000000,14,Retained,FALSE,FALSE
Rajasthan Royals,1197000000,3000000,20/25,8-Jun,1079434,R Parag,Riyan Parag,11/10/2001,ALL_ROUNDER,0,140000000,14,Retained,FALSE,FALSE
Rajasthan Royals,1197000000,3000000,20/25,8-Jun,669855,JC Archer,Jofra Archer,4/1/1995,BOWLER,20000000,125000000,12.5,New,FALSE,TRUE
Rajasthan Royals,1197000000,3000000,20/25,8-Jun,670025,SO Hetmyer,Shimron Hetmyer,12/26/1996,BATTER,0,110000000,11,Retained,FALSE,TRUE
Rajasthan Royals,1197000000,3000000,20/25,8-Jun,822553,TU Deshpande,Tushar Deshpande,5/15/1995,BOWLER,10000000,65000000,6.5,New,FALSE,FALSE
Rajasthan Royals,1197000000,3000000,20/25,8-Jun,784379,PW Hasaranga,Wanindu Hasaranga,7/29/1997,BOWLER,20000000,52500000,5.25,New,FALSE,TRUE
Rajasthan Royals,1197000000,3000000,20/25,8-Jun,1138316,M Theekshana,Maheesh Theekshana,8/1/2000,BOWLER,20000000,44000000,4.4,New,FALSE,TRUE
Rajasthan Royals,1197000000,3000000,20/25,8-Jun,604527,N Rana,Nitish Rana,12/27/1993,ALL_ROUNDER,15000000,42000000,4.2,New,FALSE,FALSE
Rajasthan Royals,1197000000,3000000,20/25,8-Jun,438362,Sandeep Sharma,Sandeep Sharma,5/18/1993,BOWLER,0,40000000,4,Retained,FALSE,FALSE
Rajasthan Royals,1197000000,3000000,20/25,8-Jun,974175,Fazalhaq Farooqi,Fazalhaq Farooqi,9/22/2000,BOWLER,20000000,20000000,2,New,FALSE,TRUE
Rajasthan Royals,1197000000,3000000,20/25,8-Jun,1294342,KT Maphaka,Kwena Maphaka,4/8/2006,BOWLER,7500000,15000000,1.5,New,FALSE,TRUE
Rajasthan Royals,1197000000,3000000,20/25,8-Jun,1206039,A Madhwal,Akash Madhwal,11/25/1993,BOWLER,3000000,12000000,1.2,New,FALSE,FALSE
Rajasthan Royals,1197000000,3000000,20/25,8-Jun,1408688,V Sooryavanshi,Vaibhav Sooryavanshi,3/27/2011,BATTER,3000000,11000000,1.1,New,FALSE,FALSE
Rajasthan Royals,1197000000,3000000,20/25,8-Jun,1252585,SB Dubey,Shubham Dubey,8/27/1994,BATTER,3000000,8000000,0.8,New,FALSE,FALSE
Rajasthan Royals,1197000000,3000000,20/25,8-Jun,1206052,Yudhvir Singh,Yudhvir Singh,9/13/1997,ALL_ROUNDER,3000000,3500000,0.35,New,FALSE,FALSE
Rajasthan Royals,1197000000,3000000,20/25,8-Jun,1339031,KS Rathore,Kunal Singh Rathore,10/9/2002,BATTER,3000000,3000000,0.3,New,FALSE,FALSE
Rajasthan Royals,1197000000,3000000,20/25,8-Jun,1299879,Ashok Sharma,Ashok Sharma,6/17/2002,BOWLER,3000000,3000000,0.3,New,FALSE,FALSE
Rajasthan Royals,1197000000,3000000,20/25,8-Jun,1159843,K Kartikeya,Kumar Kartikeya,12/26/1997,BOWLER,3000000,3000000,0.3,New,FALSE,FALSE
Royal Challengers Bengaluru,1192500000,7500000,22/25,8-Aug,253802,V Kohli,Virat Kohli,11/5/1988,BATTER,0,210000000,21,Retained,FALSE,FALSE
Royal Challengers Bengaluru,1192500000,7500000,22/25,8-Aug,288284,JR Hazlewood,Josh Hazlewood,1/8/1991,BOWLER,20000000,125000000,12.5,New,FALSE,TRUE
Royal Challengers Bengaluru,1192500000,7500000,22/25,8-Aug,669365,PD Salt,Phil Salt,8/28/1996,BATTER,20000000,115000000,11.5,New,FALSE,TRUE
Royal Challengers Bengaluru,1192500000,7500000,22/25,8-Aug,823703,RM Patidar,Rajat Patidar,6/1/1993,BATTER,0,110000000,11,Retained,FALSE,FALSE
Royal Challengers Bengaluru,1192500000,7500000,22/25,8-Aug,721867,JM Sharma,Jitesh Sharma,10/22/1993,BATTER,10000000,110000000,11,New,FALSE,FALSE
Royal Challengers Bengaluru,1192500000,7500000,22/25,8-Aug,326016,B Kumar,Bhuvneshwar Kumar,2/5/1990,BOWLER,20000000,107500000,10.75,New,FALSE,FALSE
Royal Challengers Bengaluru,1192500000,7500000,22/25,8-Aug,403902,LS Livingstone,Liam Livingstone,8/4/1993,ALL_ROUNDER,20000000,87500000,8.75,New,FALSE,TRUE
Royal Challengers Bengaluru,1192500000,7500000,22/25,8-Aug,1161489,Rasikh Salam,Rasikh Salam,4/5/2000,BOWLER,3000000,60000000,6,New,FALSE,FALSE
Royal Challengers Bengaluru,1192500000,7500000,22/25,8-Aug,471342,KH Pandya,Krunal Pandya,3/24/1991,ALL_ROUNDER,20000000,57500000,5.75,New,FALSE,FALSE
Royal Challengers Bengaluru,1192500000,7500000,22/25,8-Aug,1159720,Yash Dayal,Yash Dayal,12/13/1997,BOWLER,0,50000000,5,Retained,FALSE,FALSE
Royal Challengers Bengaluru,1192500000,7500000,22/25,8-Aug,892749,TH David,Tim David,3/16/1996,ALL_ROUNDER,20000000,30000000,3,New,FALSE,TRUE
Royal Challengers Bengaluru,1192500000,7500000,22/25,8-Aug,1350792,Suyash Sharma,Suyash Sharma,5/15/2003,BOWLER,3000000,26000000,2.6,New,FALSE,FALSE
Royal Challengers Bengaluru,1192500000,7500000,22/25,8-Aug,1194959,JG Bethell,Jacob Bethell,10/23/2003,ALL_ROUNDER,12500000,26000000,2.6,New,FALSE,TRUE
Royal Challengers Bengaluru,1192500000,7500000,22/25,8-Aug,1119026,D Padikkal,Devdutt Padikkal,7/7/2000,BATTER,20000000,20000000,2,New,FALSE,FALSE
Royal Challengers Bengaluru,1192500000,7500000,22/25,8-Aug,955235,N Thushara,Nuwan Thushara,8/6/1994,BOWLER,7500000,16000000,1.6,New,FALSE,TRUE
Royal Challengers Bengaluru,1192500000,7500000,22/25,8-Aug,677077,R Shepherd,Romario Shepherd,11/26/1994,ALL_ROUNDER,15000000,15000000,1.5,New,FALSE,TRUE
Royal Challengers Bengaluru,1192500000,7500000,22/25,8-Aug,542023,L Ngidi,Lungi Ngidi,3/29/1996,BOWLER,10000000,10000000,1,New,FALSE,TRUE
Royal Challengers Bengaluru,1192500000,7500000,22/25,8-Aug,232292,Swapnil Singh,Swapnil Singh,1/22/1991,ALL_ROUNDER,3000000,5000000,0.5,RTM,FALSE,FALSE
Royal Challengers Bengaluru,1192500000,7500000,22/25,8-Aug,1449085,Abhinandan Singh,Abhinandan Singh,3/30/1997,BOWLER,3000000,3000000,0.3,New,FALSE,FALSE
Royal Challengers Bengaluru,1192500000,7500000,22/25,8-Aug,1403198,SS Chikara,Swastik Chikara,4/3/2005,BATTER,3000000,3000000,0.3,New,FALSE,FALSE
Royal Challengers Bengaluru,1192500000,7500000,22/25,8-Aug,1349361,Mohit Rathee,Mohit Rathee,1/13/1999,BOWLER,3000000,3000000,0.3,New,FALSE,FALSE
Royal Challengers Bengaluru,1192500000,7500000,22/25,8-Aug,1057399,MS Bhandage,Manoj Bhandage,10/5/1998,ALL_ROUNDER,3000000,3000000,0.3,New,FALSE,FALSE
Sunrisers Hyderabad,1198000000,2000000,20/25,8-Jul,436757,H Klaasen,Heinrich Klaasen,7/30/1991,BATTER,0,230000000,23,Retained,FALSE,TRUE
Sunrisers Hyderabad,1198000000,2000000,20/25,8-Jul,489889,PJ Cummins,Pat Cummins,5/8/1993,ALL_ROUNDER,0,180000000,18,Retained,FALSE,TRUE
Sunrisers Hyderabad,1198000000,2000000,20/25,8-Jul,1070183,Abhishek Sharma,Abhishek Sharma,9/4/2000,ALL_ROUNDER,0,140000000,14,Retained,FALSE,FALSE
Sunrisers Hyderabad,1198000000,2000000,20/25,8-Jul,530011,TM Head,Travis Head,12/29/1993,BATTER,0,140000000,14,Retained,FALSE,TRUE
Sunrisers Hyderabad,1198000000,2000000,20/25,8-Jul,720471,Ishan Kishan,Ishan Kishan,7/18/1998,BATTER,20000000,112500000,11.25,New,FALSE,FALSE
Sunrisers Hyderabad,1198000000,2000000,20/25,8-Jul,481896,Mohammed Shami,Mohammed Shami,9/3/1990,BOWLER,20000000,100000000,10,New,FALSE,FALSE
Sunrisers Hyderabad,1198000000,2000000,20/25,8-Jul,390481,HV Patel,Harshal Patel,11/23/1990,ALL_ROUNDER,20000000,80000000,8,New,FALSE,FALSE
Sunrisers Hyderabad,1198000000,2000000,20/25,8-Jul,1175496,K Nitish Kumar Reddy,Nitish Kumar Reddy,5/26/2003,ALL_ROUNDER,0,60000000,6,Retained,FALSE,FALSE
Sunrisers Hyderabad,1198000000,2000000,20/25,8-Jul,1064812,RD Chahar,Rahul Chahar,8/4/1999,BOWLER,10000000,32000000,3.2,New,FALSE,FALSE
Sunrisers Hyderabad,1198000000,2000000,20/25,8-Jul,778963,A Manohar,Abhinav Manohar,9/16/1994,BATTER,3000000,32000000,3.2,New,FALSE,FALSE
Sunrisers Hyderabad,1198000000,2000000,20/25,8-Jul,379504,A Zampa,Adam Zampa,3/31/1992,BOWLER,20000000,24000000,2.4,New,FALSE,TRUE
Sunrisers Hyderabad,1198000000,2000000,20/25,8-Jul,1159722,Simarjeet Singh,Simarjeet Singh,1/17/1998,BOWLER,3000000,15000000,1.5,New,FALSE,FALSE
Sunrisers Hyderabad,1198000000,2000000,20/25,8-Jul,1306214,E Malinga,Eshan Malinga,2/4/2001,BOWLER,3000000,12000000,1.2,New,FALSE,TRUE
Sunrisers Hyderabad,1198000000,2000000,20/25,8-Jul,596417,BA Carse,Brydon Carse,7/31/1995,ALL_ROUNDER,10000000,10000000,1,New,FALSE,TRUE
Sunrisers Hyderabad,1198000000,2000000,20/25,8-Jul,390484,JD Unadkat,Jaydev Unadkat,10/18/1991,BOWLER,10000000,10000000,1,New,FALSE,FALSE
Sunrisers Hyderabad,1198000000,2000000,20/25,8-Jul,784373,PHKD Mendis,Kamindu Mendis,9/30/1998,ALL_ROUNDER,7500000,7500000,0.75,New,FALSE,TRUE
Sunrisers Hyderabad,1198000000,2000000,20/25,8-Jul,942371,Zeeshan Ansari,Zeeshan Ansari,12/16/1999,BOWLER,3000000,4000000,0.4,New,FALSE,FALSE
Sunrisers Hyderabad,1198000000,2000000,20/25,8-Jul,1409976,AU Verma,Aniket Verma,2/5/2002,BATTER,3000000,3000000,0.3,New,FALSE,FALSE
Sunrisers Hyderabad,1198000000,2000000,20/25,8-Jul,1125958,A Taide,Atharva Taide,4/26/2000,BATTER,3000000,3000000,0.3,New,FALSE,FALSE
Sunrisers Hyderabad,1198000000,2000000,20/25,8-Jul,432783,Sachin Baby,Sachin Baby,12/18/1988,BATTER,3000000,3000000,0.3,New,FALSE,FALSE
