team,purse_spent,purse_left,players_bought,overseas_buys,player_id,player_name,player_fullname,birthdate,type,base_price,sold_price,sold_price_cr,status,transferred,overseas
Rajasthan Royals,1197000000,3000000,20/25,6/8,784379,PW Hasaranga,Wanindu Hasaranga,1997-07-29,BOWLER,20000000,52500000,5.25,New,False,True
Rajasthan Royals,1197000000,3000000,20/25,6/8,1138316,M Theekshana,Maheesh Theekshana,2000-08-01,BOWLER,20000000,44000000,4.4,New,False,True
Rajasthan Royals,1197000000,3000000,20/25,6/8,604527,N Rana,Nitish Rana,1993-12-27,ALL_ROUNDER,15000000,42000000,4.2,New,False,False
Rajasthan Royals,1197000000,3000000,20/25,6/8,438362,Sandeep Sharma,Sandeep Sharma,1993-05-18,BOWLER,0,40000000,4.0,Retained,False,False
Rajasthan Royals,1197000000,3000000,20/25,6/8,974175,Fazalhaq Farooqi,Fazalhaq Farooqi,2000-09-22,BOWLER,20000000,20000000,2.0,New,False,True
Rajasthan Royals,1197000000,3000000,20/25,6/8,1294342,KT Maphaka,Kwena Maphaka,2006-04-08,BOWLER,7500000,15000000,1.5,New,False,True
Rajasthan Royals,1197000000,3000000,20/25,6/8,1206039,A Madhwal,Akash Madhwal,1993-11-25,BOWLER,3000000,12000000,1.2,New,False,False
Rajasthan Royals,1197000000,3000000,20/25,6/8,1408688,V Sooryavanshi,Vaibhav Sooryavanshi,2011-03-27,BATTER,3000000,11000000,1.1,New,False,False
Rajasthan Royals,1197000000,3000000,20/25,6/8,1252585,SB Dubey,Shubham Dubey,1994-08-27,BATTER,3000000,8000000,0.8,New,False,False
Rajasthan Royals,1197000000,3000000,20/25,6/8,1206052,Yudhvir Singh,Yudhvir Singh,1997-09-13,ALL_ROUNDER,3000000,3500000,0.35,New,False,False
Rajasthan Royals,1197000000,3000000,20/25,6/8,1339031,KS Rathore,Kunal Singh Rathore,2002-10-09,BATTER,3000000,3000000,0.3,New,False,False
Rajasthan Royals,1197000000,3000000,20/25,6/8,1299879,Ashok Sharma,Ashok Sharma,2002-06-17,BOWLER,3000000,3000000,0.3,New,False,False
Rajasthan Royals,1197000000,3000000,20/25,6/8,1159843,K Kartikeya,Kumar Kartikeya,1997-12-26,BOWLER,3000000,3000000,0.3,New,False,False
Royal Challengers Bengaluru,1192500000,7500000,22/25,8/8,253802,V Kohli,Virat Kohli,1988-11-05,BATTER,0,210000000,21.0,Retained,False,False
Royal Challengers Bengaluru,1192500000,7500000,22/25,8/8,288284,JR Hazlewood,Josh Hazlewood,1991-01-08,BOWLER,20000000,125000000,12.5,New,False,True
Royal Challengers Bengaluru,1192500000,7500000,22/25,8/8,669365,PD Salt,Phil Salt,1996-08-28,BATTER,20000000,115000000,11.5,New,False,True
Royal Challengers Bengaluru,1192500000,7500000,22/25,8/8,823703,RM Patidar,Rajat Patidar,1993-06-01,BATTER,0,110000000,11.0,Retained,False,False
Royal Challengers Bengaluru,1192500000,7500000,22/25,8/8,721867,JM Sharma,Jitesh Sharma,1993-10-22,BATTER,10000000,110000000,11.0,New,False,False
Royal Challengers Bengaluru,1192500000,7500000,22/25,8/8,326016,B Kumar,Bhuvneshwar Kumar,1990-02-05,BOWLER,20000000,107500000,10.75,New,False,False
Royal Challengers Bengaluru,1192500000,7500000,22/25,8/8,403902,LS Livingstone,Liam Livingstone,1993-08-04,ALL_ROUNDER,20000000,87500000,8.75,New,False,True
Royal Challengers Bengaluru,1192500000,7500000,22/25,8/8,1161489,Rasikh Salam,Rasikh Salam,2000-04-05,BOWLER,3000000,60000000,6.0,New,False,False
Royal Challengers Bengaluru,1192500000,7500000,22/25,8/8,471342,KH Pandya,Krunal Pandya,1991-03-24,ALL_ROUNDER,20000000,57500000,5.75,New,False,False
Royal Challengers Bengaluru,1192500000,7500000,22/25,8/8,1159720,Yash Dayal,Yash Dayal,1997-12-13,BOWLER,0,50000000,5.0,Retained,False,False
Royal Challengers Bengaluru,1192500000,7500000,22/25,8/8,892749,TH David,Tim David,1996-03-16,ALL_ROUNDER,20000000,30000000,3.0,New,False,True
Royal Challengers Bengaluru,1192500000,7500000,22/25,8/8,1350792,Suyash Sharma,Suyash Sharma,2003-05-15,BOWLER,3000000,26000000,2.6,New,False,False
Royal Challengers Bengaluru,1192500000,7500000,22/25,8/8,1194959,JG Bethell,Jacob Bethell,2003-10-23,ALL_ROUNDER,12500000,26000000,2.6,New,False,True
Royal Challengers Bengaluru,1192500000,7500000,22/25,8/8,1119026,D Padikkal,Devdutt Padikkal,2000-07-07,BATTER,20000000,20000000,2.0,New,False,False
Royal Challengers Bengaluru,1192500000,7500000,22/25,8/8,955235,N Thushara,Nuwan Thushara,1994-08-06,BOWLER,7500000,16000000,1.6,New,False,True
Royal Challengers Bengaluru,1192500000,7500000,22/25,8/8,677077,R Shepherd,Romario Shepherd,1994-11-26,ALL_ROUNDER,15000000,15000000,1.5,New,False,True
Royal Challengers Bengaluru,1192500000,7500000,22/25,8/8,542023,L Ngidi,Lungi Ngidi,1996-03-29,BOWLER,10000000,10000000,1.0,New,False,True
Royal Challengers Bengaluru,1192500000,7500000,22/25,8/8,232292,Swapnil Singh,Swapnil Singh,1991-01-22,ALL_ROUNDER,3000000,5000000,0.5,RTM,False,False
Royal Challengers Bengaluru,1192500000,7500000,22/25,8/8,1449085,Abhinandan Singh,Abhinandan Singh,1997-03-30,BOWLER,3000000,3000000,0.3,New,False,False
Royal Challengers Bengaluru,1192500000,7500000,22/25,8/8,1403198,SS Chikara,Swastik Chikara,2005-04-03,BATTER,3000000,3000000,0.3,New,False,False
Royal Challengers Bengaluru,1192500000,7500000,22/25,8/8,1349361,Mohit Rathee,Mohit Rathee,1999-01-13,BOWLER,3000000,3000000,0.3,New,False,False
Royal Challengers Bengaluru,1192500000,7500000,22/25,8/8,1057399,MS Bhandage,Manoj Bhandage,1998-10-05,ALL_ROUNDER,3000000,3000000,0.3,New,False,False
Sunrisers Hyderabad,1198000000,2000000,20/25,7/8,436757,H Klaasen,Heinrich Klaasen,1991-07-30,BATTER,0,230000000,23.0,Retained,False,True
Sunrisers Hyderabad,1198000000,2000000,20/25,7/8,489889,PJ Cummins,Pat Cummins,1993-05-08,ALL_ROUNDER,0,180000000,18.0,Retained,False,True
Sunrisers Hyderabad,1198000000,2000000,20/25,7/8,1070183,Abhishek Sharma,Abhishek Sharma,2000-09-04,ALL_ROUNDER,0,140000000,14.0,Retained,False,False
Sunrisers Hyderabad,1198000000,2000000,20/25,7/8,530011,TM Head,Travis Head,1993-12-29,BATTER,0,140000000,14.0,Retained,False,True
Sunrisers Hyderabad,1198000000,2000000,20/25,7/8,720471,Ishan Kishan,Ishan Kishan,1998-07-18,BATTER,20000000,112500000,11.25,New,False,False
Sunrisers Hyderabad,1198000000,2000000,20/25,7/8,481896,Mohammed Shami,Mohammed Shami,1990-09-03,BOWLER,20000000,100000000,10.0,New,False,False
Sunrisers Hyderabad,1198000000,2000000,20/25,7/8,390481,HV Patel,Harshal Patel,1990-11-23,ALL_ROUNDER,20000000,80000000,8.0,New,False,False
Sunrisers Hyderabad,1198000000,2000000,20/25,7/8,1175496,K Nitish Kumar Reddy,Nitish Kumar Reddy,2003-05-26,ALL_ROUNDER,0,60000000,6.0,Retained,False,False
Sunrisers Hyderabad,1198000000,2000000,20/25,7/8,1064812,RD Chahar,Rahul Chahar,1999-08-04,BOWLER,10000000,32000000,3.2,New,False,False
Sunrisers Hyderabad,1198000000,2000000,20/25,7/8,778963,A Manohar,Abhinav Manohar,1994-09-16,BATTER,3000000,32000000,3.2,New,False,False
Sunrisers Hyderabad,1198000000,2000000,20/25,7/8,379504,A Zampa,Adam Zampa,1992-03-31,BOWLER,20000000,24000000,2.4,New,False,True
Sunrisers Hyderabad,1198000000,2000000,20/25,7/8,1159722,Simarjeet Singh,Simarjeet Singh,1998-01-17,BOWLER,3000000,15000000,1.5,New,False,False
Sunrisers Hyderabad,1198000000,2000000,20/25,7/8,1306214,E Malinga,Eshan Malinga,2001-02-04,BOWLER,3000000,12000000,1.2,New,False,True
Sunrisers Hyderabad,1198000000,2000000,20/25,7/8,596417,BA Carse,Brydon Carse,1995-07-31,ALL_ROUNDER,10000000,10000000,1.0,New,False,True
Sunrisers Hyderabad,1198000000,2000000,20/25,7/8,390484,JD Unadkat,Jaydev Unadkat,1991-10-18,BOWLER,10000000,10000000,1.0,New,False,False
Sunrisers Hyderabad,1198000000,2000000,20/25,7/8,784373,PHKD Mendis,Kamindu Mendis,1998-09-30,ALL_ROUNDER,7500000,7500000,0.75,New,False,True
Sunrisers Hyderabad,1198000000,2000000,20/25,7/8,942371,Zeeshan Ansari,Zeeshan Ansari,1999-12-16,BOWLER,3000000,4000000,0.4,New,False,False
Sunrisers Hyderabad,1198000000,2000000,20/25,7/8,1409976,AU Verma,Aniket Verma,2002-02-05,BATTER,3000000,3000000,0.3,New,False,False
Sunrisers Hyderabad,1198000000,2000000,20/25,7/8,1125958,A Taide,Atharva Taide,2000-04-26,BATTER,3000000,3000000,0.3,New,False,False
Sunrisers Hyderabad,1198000000,2000000,20/25,7/8,432783,Sachin Baby,Sachin Baby,1988-12-18,BATTER,3000000,3000000,0.3,New,False,False
