year,player_id,player_name,team,sold_price,sold_price_in_cr,sold_price_in_usd,base_price,base_price_in_cr,base_price_in_usd,purse_spent,purse_spent_in_cr,purse_left,purse_left_in_cr,status,transferred,overseas,auction_result,id_source,prior_season,player_name_stats,birthdate,age,nationality,player_role,batting_style,bowling_style,international_career,tournament,team_stats,matches,innings,no,runs,highestscore,batting_average,bf,strikerate,100s,50s,4s,6s,Ct,St,wickets,economy,balls,bbi,bbm,bowl_ave,sr,4w,5w,10w,t20_start,t20_end,odi_start,odi_end,bbi_wkts,bbi_runs,bbm_wkts,bbm_runs,has_prior_season,is_mega_auction,int_value,is_capped,age_during_auction,overseas2
2018,27223.0,Stuart Binny,Rajasthan Royals,5000000.0,0.5,78000.0,5000000.0,0.5,,783500000.0,78.35,16500000.0,1.65,New,0.0,0.0,sold,from auction file,2017,Stuart Terence Roger Binny,1984-06-03,42y 33d,India,Allrounder,Right hand Bat,Right arm Medium,2014 - 2016,IPL 2017,RCB,8.0,7.0,2.0,78.0,18.0,15.6,76.0,102.63,0.0,0.0,6.0,3.0,1.0,0.0,4.0,8.33,36.0,1/9,1/9,12.5,9.0,0.0,0.0,0.0,2015-07-17,2016-08-27,2014-01-28,2015-10-11,1.0,9.0,1.0,9.0,True,True,2014,True,34.0,False
2018,712219.0,Zahir Khan,Rajasthan Royals,6000000.0,0.6,93000.0,2000000.0,0.2,,783500000.0,78.35,16500000.0,1.65,New,0.0,1.0,sold,from auction file,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,False,,True
2018,44936.0,AB de Villiers,Royal Challengers Bengaluru,110000000.0,11.0,1718000.0,,,,798500000.0,79.85,1500000.0,0.15,Retained,0.0,1.0,retained,from auction file,2017,Abraham Benjamin de Villiers,1984-02-17,42y 137d,South Africa,Wicketkeeper Batter,Right hand Bat,Right arm Medium,2004 - 2018,IPL 2017,RCB,9.0,9.0,1.0,216.0,89.0,27.0,163.0,132.51,0.0,1.0,12.0,16.0,6.0,0.0,,,,,,,,,,,2006-02-24,2017-10-29,2005-02-02,2018-02-16,,,,,True,True,2004,True,34.0,True
2018,527299.0,Aniket Choudhary,Royal Challengers Bengaluru,3000000.0,0.3,46000.0,3000000.0,0.3,,798500000.0,79.85,1500000.0,0.15,New,0.0,0.0,sold,from auction file,2017,Aniket Vinod Choudhary,1990-01-28,36y 160d,India,Bowler,Right hand Bat,Left arm Medium,,IPL 2017,RCB,5.0,3.0,2.0,25.0,15.0,25.0,20.0,125.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,8.55,101.0,2/17,2/17,28.8,20.2,0.0,0.0,0.0,,,,,2.0,17.0,2.0,17.0,True,True,,False,28.0,False
2018,420644.0,Aniruddha Joshi,Royal Challengers Bengaluru,2000000.0,0.2,31000.0,2000000.0,0.2,,798500000.0,79.85,1500000.0,0.15,New,0.0,0.0,sold,from auction file,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,False,,False
2018,37737.0,Brendon McCullum,Royal Challengers Bengaluru,36000000.0,3.6,562000.0,20000000.0,2.0,,798500000.0,79.85,1500000.0,0.15,New,0.0,1.0,sold,from auction file,2017,Brendon Barrie McCullum,1981-09-27,44y 275d,New Zealand,Wicketkeeper Batter,Right hand Bat,"Right arm Medium, Right arm Offbreak",2002 - 2016,IPL 2017,GL,11.0,11.0,0.0,319.0,72.0,29.0,217.0,147.0,0.0,2.0,29.0,18.0,8.0,0.0,,,,,,,,,,,2005-02-17,2015-06-23,2002-01-17,2016-02-08,,,,,True,True,2002,True,37.0,True
2018,247235.0,Chris Woakes,Royal Challengers Bengaluru,74000000.0,7.4,1156000.0,20000000.0,2.0,,798500000.0,79.85,1500000.0,0.15,New,0.0,1.0,sold,from auction file,2017,Christopher Roger Woakes,1989-03-02,37y 124d,England,Allrounder,Right hand Bat,Right arm Fast medium,2011 - 2025,IPL 2017,KKR,13.0,7.0,3.0,46.0,18.0,11.5,47.0,97.87,0.0,0.0,4.0,1.0,6.0,0.0,17.0,8.77,264.0,3/6,3/6,22.7,15.5,0.0,0.0,0.0,2011-01-12,2023-12-21,2011-01-23,2023-11-11,3.0,6.0,3.0,6.0,True,True,2011,True,29.0,True
2018,55395.0,Colin de Grandhomme,Royal Challengers Bengaluru,22000000.0,2.2,343000.0,7500000.0,0.75,,798500000.0,79.85,1500000.0,0.15,New,0.0,1.0,sold,from auction file,2017,Colin de Grandhomme,1986-07-22,39y 348d,New Zealand,Allrounder,Right hand Bat,Right arm Medium fast,2012 - 2022,IPL 2017,KKR,12.0,9.0,1.0,126.0,36.0,15.75,92.0,136.95,0.0,0.0,10.0,6.0,2.0,0.0,4.0,8.43,96.0,3/4,3/4,33.75,24.0,0.0,0.0,0.0,2012-02-11,2021-09-10,2012-03-03,2022-04-04,3.0,4.0,3.0,4.0,True,True,2012,True,32.0,True
2018,1083033.0,Kulwant Khejroliya,Royal Challengers Bengaluru,8500000.0,0.85,132000.0,2000000.0,0.2,,798500000.0,79.85,1500000.0,0.15,New,0.0,0.0,sold,from auction file,2017,,1992-03-13,,India,Bowler,Left hand Bat,Left arm Medium fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,False,26.0,False
2018,532856.0,Manan Vohra,Royal Challengers Bengaluru,11000000.0,1.1,171000.0,2000000.0,0.2,,798500000.0,79.85,1500000.0,0.15,New,0.0,0.0,sold,from auction file,2017,Manan Vohra,1993-07-18,32y 352d,India,Opening Batter,Right hand Bat,Right arm Medium,,IPL 2017,PBKS,11.0,9.0,0.0,229.0,95.0,25.44,159.0,144.02,0.0,1.0,23.0,9.0,2.0,0.0,,,,,,,,,,,,,,,,,,,True,True,,False,25.0,False
2018,398506.0,Mandeep Singh,Royal Challengers Bengaluru,14000000.0,1.4,218000.0,5000000.0,0.5,,798500000.0,79.85,1500000.0,0.15,New,0.0,0.0,sold,from auction file,2017,Mandeep Singh,1991-12-18,34y 198d,India,Allrounder,Right hand Bat,Right arm Medium,2016 - 2016,IPL 2017,RCB,11.0,10.0,0.0,188.0,52.0,18.8,177.0,106.21,0.0,1.0,21.0,4.0,6.0,0.0,,,,,,,,,,,2016-06-18,2016-06-22,,,,,,,True,True,2016,True,27.0,False
2018,8917.0,Moeen Ali,Royal Challengers Bengaluru,17000000.0,1.7,265000.0,15000000.0,1.5,,798500000.0,79.85,1500000.0,0.15,New,0.0,1.0,sold,from auction file,2017,,1987-06-18,,England,Batting Allrounder,Left hand Bat,Right arm Offbreak,2014 - 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-03-11,2024-06-27,2014-02-28,2023-11-11,,,,,False,True,2014,True,31.0,True
2018,940973.0,Mohammed Siraj,Royal Challengers Bengaluru,26000000.0,2.6,406000.0,10000000.0,1.0,,798500000.0,79.85,1500000.0,0.15,New,0.0,0.0,sold,from auction file,2017,Mohammed Siraj,1994-03-13,32y 135d,India,Bowler,Right hand Bat,Right arm Fast,2017 - 2026,IPL 2017,SRH,6.0,,,,,,,,,,,,1.0,0.0,10.0,9.21,138.0,4/32,4/32,21.2,13.8,1.0,0.0,0.0,2017-11-04,2026-02-07,2019-01-15,2026-01-18,4.0,32.0,4.0,32.0,True,True,2017,True,24.0,False
2018,528067.0,Murugan Ashwin,Royal Challengers Bengaluru,22000000.0,2.2,343000.0,2000000.0,0.2,,798500000.0,79.85,1500000.0,0.15,New,0.0,0.0,sold,from auction file,2017,,1990-09-08,,India,Bowler,Right hand Bat,Legbreak Googly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,False,28.0,False
2018,261354.0,Nathan Coulter-Nile,Royal Challengers Bengaluru,22000000.0,2.2,343000.0,15000000.0,1.5,,798500000.0,79.85,1500000.0,0.15,New,0.0,1.0,sold,from auction file,2017,Nathan Mitchell Coulter-Nile,1987-10-11,38y 266d,Australia,Bowling Allrounder,Right hand Bat,Right arm Fast,2013 - 2019,IPL 2017,KKR,8.0,3.0,0.0,14.0,6.0,4.66,12.0,116.66,0.0,0.0,0.0,2.0,2.0,0.0,15.0,8.04,170.0,3/20,3/20,15.2,11.3,0.0,0.0,0.0,2013-02-13,2019-02-27,2013-09-14,2019-06-20,3.0,20.0,3.0,20.0,True,True,2013,True,31.0,True
2018,700167.0,Navdeep Saini,Royal Challengers Bengaluru,30000000.0,3.0,468000.0,2000000.0,0.2,,798500000.0,79.85,1500000.0,0.15,New,0.0,0.0,sold,from auction file,2017,,1992-11-23,,India,Bowler,Right hand Bat,Right arm Fast,2019 - 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-03,2021-07-28,2019-12-22,2021-07-23,,,,,False,True,2019,False,26.0,False
2018,32242.0,Parthiv Patel,Royal Challengers Bengaluru,17000000.0,1.7,265000.0,10000000.0,1.0,,798500000.0,79.85,1500000.0,0.15,New,0.0,0.0,sold,from auction file,2017,Parthiv Ajay Patel,1985-03-09,41y 112d,India,Wicketkeeper Batter,Left hand Bat,Right arm Offbreak,2002 - 2018,IPL 2017,MI,16.0,16.0,0.0,395.0,70.0,24.68,293.0,134.81,0.0,2.0,49.0,8.0,6.0,2.0,,,,,,,,,,,2011-06-04,2011-08-31,2003-01-04,2012-02-21,,,,,True,True,2002,True,33.0,False
2018,422104.0,Pavan Deshpande,Royal Challengers Bengaluru,2000000.0,0.2,31000.0,2000000.0,0.2,,798500000.0,79.85,1500000.0,0.15,New,0.0,0.0,sold,from auction file,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,False,,False
2018,530773.0,Pawan Negi,Royal Challengers Bengaluru,10000000.0,1.0,156000.0,5000000.0,0.5,,798500000.0,79.85,1500000.0,0.15,RTM,0.0,0.0,sold,from auction file,2017,Pawan Negi,1993-01-06,33y 174d,India,Bowler,Left hand Bat,Slow Left arm Orthodox,2016 - 2016,IPL 2017,RCB,12.0,10.0,2.0,144.0,35.0,18.0,111.0,129.72,0.0,0.0,10.0,7.0,3.0,0.0,16.0,6.12,193.0,3/10,3/10,12.31,12.0,0.0,0.0,0.0,2016-03-03,2011-11-03,,,3.0,10.0,3.0,10.0,True,True,2016,True,25.0,False
2018,379143.0,Quinton de Kock,Royal Challengers Bengaluru,28000000.0,2.8,437000.0,20000000.0,2.0,,798500000.0,79.85,1500000.0,0.15,New,0.0,1.0,sold,from auction file,2017,,1992-12-17,,South Africa,Wicketkeeper Batter,Left hand Bat,,2012 - 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-12-21,2026-03-04,2013-01-19,2025-12-06,,,,,False,True,2012,True,26.0,True
2018,642525.0,Sarfaraz Khan,Royal Challengers Bengaluru,30000000.0,3.0,468000.0,,,,798500000.0,79.85,1500000.0,0.15,Retained,0.0,0.0,retained,from auction file,2017,,1997-10-22,,India,Middle order Batter,Right hand Bat,Legbreak,2024 - 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,2024,False,21.0,False
2018,232364.0,Tim Southee,Royal Challengers Bengaluru,10000000.0,1.0,156000.0,10000000.0,1.0,,798500000.0,79.85,1500000.0,0.15,New,0.0,1.0,sold,from auction file,2017,Timothy Grant Southee,1988-12-11,37y 200d,New Zealand,Bowler,Right hand Bat,Right arm Medium fast,2008 - 2024,IPL 2017,MI,3.0,1.0,0.0,7.0,7.0,7.0,3.0,233.33,0.0,0.0,0.0,1.0,1.0,0.0,3.0,9.6,60.0,2/39,2/39,32.0,20.0,0.0,0.0,0.0,2008-02-05,2024-06-17,2008-06-15,2023-11-15,2.0,39.0,2.0,39.0,True,True,2008,True,30.0,True
2018,376116.0,Umesh Yadav,Royal Challengers Bengaluru,42000000.0,4.2,656000.0,10000000.0,1.0,,798500000.0,79.85,1500000.0,0.15,New,0.0,0.0,sold,from auction file,2017,Umeshkumar Tilak Yadav,1987-10-25,38y 252d,India,Bowler,Right hand Bat,Right arm Fast,2010 - 2023,IPL 2017,KKR,14.0,4.0,4.0,10.0,4.0,,13.0,76.92,0.0,0.0,0.0,0.0,4.0,0.0,17.0,8.45,291.0,4/33,4/33,24.11,17.1,1.0,0.0,0.0,2012-08-07,2022-10-04,2010-05-28,2018-10-24,4.0,33.0,4.0,33.0,True,True,2010,True,31.0,False
2018,253802.0,Virat Kohli,Royal Challengers Bengaluru,170000000.0,17.0,2656000.0,,,,798500000.0,79.85,1500000.0,0.15,Retained,0.0,0.0,retained,from auction file,2017,Virat Kohli,1988-11-05,37y 244d,India,Top order Batter,Right hand Bat,Right arm Medium,2008 - 2026,IPL 2017,RCB,10.0,10.0,0.0,308.0,64.0,30.8,252.0,122.22,0.0,4.0,23.0,11.0,5.0,0.0,,,,,,,,,,,2010-06-12,2024-06-29,2008-08-18,2026-01-18,,,,,True,True,2008,True,30.0,False
2018,719715.0,Washington Sundar,Royal Challengers Bengaluru,32000000.0,3.2,500000.0,15000000.0,1.5,,798500000.0,79.85,1500000.0,0.15,New,0.0,0.0,sold,from auction file,2017,Washington Sundar,1999-10-05,26y 294d,India,Bowling Allrounder,Left hand Bat,Right arm Offbreak,2017 - 2026,IPL 2017,RPS,11.0,5.0,4.0,9.0,5.0,9.0,12.0,75.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,6.16,180.0,3/16,3/16,23.12,22.5,0.0,0.0,0.0,2017-12-24,2026-07-09,2017-12-13,2026-07-16,3.0,16.0,3.0,16.0,True,True,2017,True,19.0,False
2018,430246.0,Yuzvendra Chahal,Royal Challengers Bengaluru,60000000.0,6.0,937000.0,20000000.0,2.0,,798500000.0,79.85,1500000.0,0.15,RTM,0.0,0.0,sold,from auction file,2017,Yuzvendra Singh Chahal,1990-07-23,35y 348d,India,Bowler,Right hand Bat,Legbreak Googly,2016 - 2024,IPL 2017,RCB,13.0,6.0,3.0,13.0,4.0,4.33,26.0,50.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,7.65,261.0,3/16,3/16,23.78,18.6,0.0,0.0,0.0,2016-06-18,2023-08-13,2016-06-11,2023-01-24,3.0,16.0,3.0,16.0,True,True,2016,True,28.0,False
2018,732291.0,Basil Thampi,Sunrisers Hyderabad,9500000.0,0.95,148000.0,3000000.0,0.3,,793500000.0,79.35,6500000.0,0.65,New,0.0,0.0,sold,from auction file,2017,Basil Thampi,1993-09-11,32y 296d,India,Bowler,Right hand Bat,Right arm Fast medium,,IPL 2017,GL,12.0,5.0,5.0,28.0,13.0,,28.0,100.0,0.0,0.0,1.0,1.0,2.0,0.0,11.0,9.49,268.0,3/29,3/29,38.54,24.3,0.0,0.0,0.0,,,,,3.0,29.0,3.0,29.0,True,True,,False,25.0,False
2018,326016.0,Bhuvneshwar Kumar,Sunrisers Hyderabad,85000000.0,8.5,1328000.0,,,,793500000.0,79.35,6500000.0,0.65,Retained,0.0,0.0,retained,from auction file,2017,Bhuvneshwar Kumar Singh,1990-02-05,36y 150d,India,Bowler,Right hand Bat,Right arm Medium,2012 - 2022,IPL 2017,SRH,14.0,2.0,1.0,4.0,4.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,26.0,7.05,314.0,5/19,5/19,14.19,12.0,0.0,1.0,0.0,2012-12-25,2022-11-22,2012-12-30,2022-01-21,5.0,19.0,5.0,19.0,True,True,2012,True,28.0,False
2018,533042.0,Billy Stanlake,Sunrisers Hyderabad,5000000.0,0.5,78000.0,5000000.0,0.5,,793500000.0,79.35,6500000.0,0.65,New,0.0,1.0,sold,from auction file,2017,Billy James Stanlake,1994-11-04,31y 246d,Australia,Bowler,Left hand Bat,Right arm Fast,2017 - 2026,IPL 2017,RCB,2.0,,,,,,,,,,,,1.0,0.0,2.0,8.75,48.0,2/29,2/29,35.0,24.0,0.0,0.0,0.0,2017-02-17,2019-11-08,2017-01-13,2026-05-30,2.0,29.0,2.0,29.0,True,True,2017,True,24.0,True
2018,35928.0,Bipul Sharma,Sunrisers Hyderabad,2000000.0,0.2,31000.0,2000000.0,0.2,,793500000.0,79.35,6500000.0,0.65,New,0.0,0.0,sold,from auction file,2017,Bipul Sharma,1983-09-28,42y 280d,India,Allrounder,Left hand Bat,Slow Left arm Orthodox,,IPL 2017,SRH,7.0,3.0,2.0,31.0,21.0,31.0,24.0,129.16,0.0,0.0,2.0,1.0,1.0,0.0,3.0,7.89,98.0,1/4,1/4,43.0,32.6,0.0,0.0,0.0,,,,,1.0,4.0,1.0,4.0,True,True,,False,35.0,False
2018,457249.0,Carlos Brathwaite,Sunrisers Hyderabad,20000000.0,2.0,312000.0,10000000.0,1.0,,793500000.0,79.35,6500000.0,0.65,New,0.0,1.0,sold,from auction file,2017,Carlos Ricardo Brathwaite,1988-07-18,37y 351d,West Indies,Allrounder,Right hand Bat,Right arm Fast medium,2011 - 2019,IPL 2017,DC,2.0,2.0,0.0,12.0,11.0,6.0,15.0,80.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,11.16,36.0,1/38,1/38,67.0,36.0,0.0,0.0,0.0,2011-10-11,2019-08-06,2011-10-18,2019-08-14,1.0,38.0,1.0,38.0,True,True,2011,True,30.0,True
2018,288992.0,Chris Jordan,Sunrisers Hyderabad,10000000.0,1.0,156000.0,10000000.0,1.0,,793500000.0,79.35,6500000.0,0.65,New,0.0,1.0,sold,from auction file,2017,Christopher James Jordan,1988-10-04,37y 268d,England,Bowler,Right hand Bat,Right arm Fast medium,2013 - 2024,IPL 2017,SRH,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,6.0,1/9,1/9,9.0,6.0,0.0,0.0,0.0,2014-02-02,2024-06-27,2013-09-16,2022-11-17,1.0,9.0,1.0,9.0,True,True,2013,True,30.0,True
2018,219889.0,David Warner,Sunrisers Hyderabad,125000000.0,12.5,1953000.0,,,,793500000.0,79.35,6500000.0,0.65,Retained,0.0,1.0,retained,from auction file,2017,David Andrew Warner,1986-10-27,39y 250d,Australia,Opening Batter,Left hand Bat,Legbreak,2009 - 2024,IPL 2017,SRH,14.0,14.0,3.0,641.0,126.0,58.27,452.0,141.81,1.0,4.0,63.0,26.0,10.0,0.0,,,,,,,,,,,2009-01-11,2024-06-24,2009-01-18,2023-11-19,,,,,True,True,2009,True,32.0,True
2018,497121.0,Deepak Hooda,Sunrisers Hyderabad,36000000.0,3.6,562000.0,4000000.0,0.4,,793500000.0,79.35,6500000.0,0.65,RTM,0.0,0.0,sold,from auction file,2017,Deepak Jagbir Hooda,1995-04-19,31y 71d,India,Allrounder,Right hand Bat,Right arm Offbreak,2022 - 2023,IPL 2017,SRH,10.0,6.0,3.0,78.0,19.0,26.0,52.0,150.0,0.0,0.0,5.0,4.0,5.0,0.0,2.0,10.5,24.0,1/7,1/7,21.0,12.0,0.0,0.0,0.0,2022-02-24,2023-02-01,2022-02-06,2022-11-30,1.0,7.0,1.0,7.0,True,True,2022,False,23.0,False
2018,277906.0,Kane Williamson,Sunrisers Hyderabad,30000000.0,3.0,468000.0,15000000.0,1.5,,793500000.0,79.35,6500000.0,0.65,New,0.0,1.0,sold,from auction file,2017,Kane Stuart Williamson,1990-08-08,35y 352d,New Zealand,Top order Batter,Right hand Bat,Right arm Offbreak,2010 - 2026,IPL 2017,SRH,7.0,7.0,1.0,256.0,89.0,42.66,169.0,151.47,0.0,2.0,20.0,10.0,1.0,0.0,,,,,,,,,,,2011-10-15,2024-06-17,2010-08-10,2025-10-29,,,,,True,True,2010,True,28.0,True
2018,290630.0,Manish Pandey,Sunrisers Hyderabad,110000000.0,11.0,1718000.0,10000000.0,1.0,,793500000.0,79.35,6500000.0,0.65,New,0.0,0.0,sold,from auction file,2017,Manish Krishnanand Pandey,1989-09-10,36y 297d,India,Top order Batter,Right hand Bat,Right arm Medium,2015 - 2021,IPL 2017,KKR,14.0,13.0,5.0,396.0,81.0,49.5,308.0,128.57,0.0,2.0,28.0,12.0,8.0,0.0,,,,,,,,,,,2015-07-17,2020-12-04,2015-07-14,2021-07-23,,,,,True,True,2015,True,29.0,False
2018,477050.0,Mehdi Hasan,Sunrisers Hyderabad,2000000.0,0.2,31000.0,2000000.0,0.2,,793500000.0,79.35,6500000.0,0.65,New,0.0,0.0,sold,from auction file,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,False,,False
2018,25913.0,Mohammad Nabi,Sunrisers Hyderabad,10000000.0,1.0,156000.0,5000000.0,0.5,,793500000.0,79.35,6500000.0,0.65,New,0.0,1.0,sold,from auction file,2017,Mohammad Nabi,1985-01-01,41y 187d,Afghanistan,Allrounder,Right hand Bat,Right arm Offbreak,2009 - 2026,IPL 2017,SRH,3.0,1.0,0.0,2.0,2.0,2.0,3.0,66.66,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.27,66.0,1/13,1/13,29.0,33.0,0.0,0.0,0.0,2010-02-01,2026-02-19,2009-04-19,2026-06-20,1.0,13.0,1.0,13.0,True,True,2009,True,33.0,True
2018,793463.0,Rashid Khan,Sunrisers Hyderabad,90000000.0,9.0,1406000.0,20000000.0,2.0,,793500000.0,79.35,6500000.0,0.65,RTM,0.0,1.0,sold,from auction file,2017,Rashid Khan Arman,1998-09-20,27y 309d,Afghanistan,Bowling Allrounder,Right hand Bat,Legbreak Googly,2015 - 2026,IPL 2017,SRH,14.0,3.0,1.0,11.0,6.0,5.5,9.0,122.22,0.0,0.0,0.0,1.0,5.0,0.0,17.0,6.62,324.0,3/19,3/19,21.05,19.0,0.0,0.0,0.0,2015-10-26,2026-02-19,2015-10-18,2026-06-20,3.0,19.0,3.0,19.0,True,True,2015,True,20.0,True
2018,642531.0,Ricky Bhui,Sunrisers Hyderabad,2000000.0,0.2,31000.0,2000000.0,0.2,,793500000.0,79.35,6500000.0,0.65,New,0.0,0.0,sold,from auction file,2017,,1996-09-29,,India,Top order Batter,Right hand Bat,Legbreak Googly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,False,22.0,False
2018,432783.0,Sachin Baby,Sunrisers Hyderabad,2000000.0,0.2,31000.0,2000000.0,0.2,,793500000.0,79.35,6500000.0,0.65,New,0.0,0.0,sold,from auction file,2017,Sachin Baby,1988-12-18,37y 202d,India,Batter,Left hand Bat,Right arm Offbreak,,IPL 2017,RCB,3.0,3.0,0.0,15.0,12.0,5.0,15.0,100.0,0.0,0.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,True,True,,False,30.0,False
2018,438362.0,Sandeep Sharma,Sunrisers Hyderabad,30000000.0,3.0,468000.0,5000000.0,0.5,,793500000.0,79.35,6500000.0,0.65,New,0.0,0.0,sold,from auction file,2017,Sandeep Sharma,1993-05-18,33y 48d,India,Bowler,Right hand Bat,Right arm Medium,2015 - 2015,IPL 2017,PBKS,13.0,4.0,4.0,7.0,5.0,,6.0,116.66,0.0,0.0,0.0,0.0,3.0,0.0,17.0,8.29,288.0,4/20,4/20,23.41,16.9,1.0,0.0,0.0,2015-07-17,2015-07-19,,,4.0,20.0,4.0,20.0,True,True,2015,True,25.0,False
2018,56143.0,Shakib Al Hasan,Sunrisers Hyderabad,20000000.0,2.0,312000.0,10000000.0,1.0,,793500000.0,79.35,6500000.0,0.65,New,0.0,1.0,sold,from auction file,2017,Shakib Al Hasan,1987-03-24,39y 103d,Bangladesh,Allrounder,Left hand Bat,Slow Left arm Orthodox,2006 - 2024,IPL 2017,KKR,1.0,1.0,1.0,1.0,1.0,,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.33,18.0,,,,,0.0,0.0,0.0,2006-11-28,2024-06-24,2006-08-06,2023-11-06,,,,,True,True,2006,True,31.0,True
2018,28235.0,Shikhar Dhawan,Sunrisers Hyderabad,52000000.0,5.2,812000.0,20000000.0,2.0,,793500000.0,79.35,6500000.0,0.65,RTM,0.0,0.0,sold,from auction file,2017,Shikhar Dhawan,1985-12-05,40y 211d,India,Opening Batter,Left hand Bat,Right arm Offbreak,2010 - 2022,IPL 2017,SRH,14.0,14.0,1.0,479.0,77.0,36.84,376.0,127.39,0.0,3.0,53.0,9.0,7.0,0.0,,,,,,,,,,,2011-06-04,2021-07-29,2010-10-20,2022-12-10,,,,,True,True,2010,True,33.0,False
2018,302579.0,Shreevats Goswami,Sunrisers Hyderabad,10000000.0,1.0,156000.0,2000000.0,0.2,,793500000.0,79.35,6500000.0,0.65,New,0.0,0.0,sold,from auction file,2017,,1989-05-18,,India,Wicketkeeper Batter,Left hand Bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,False,29.0,False
2018,326017.0,Siddarth  Kaul,Sunrisers Hyderabad,38000000.0,3.8,593000.0,3000000.0,0.3,,793500000.0,79.35,6500000.0,0.65,New,0.0,0.0,sold,from auction file,2017,Siddarth Kaul,1990-05-19,36y 49d,India,Bowler,Right hand Bat,Right arm Medium,2018 - 2019,IPL 2017,SRH,10.0,1.0,1.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,8.41,214.0,4/29,4/29,18.75,13.3,1.0,0.0,0.0,2018-06-29,2019-02-27,2018-07-12,2018-09-25,4.0,29.0,4.0,29.0,True,True,2018,True,28.0,False
2018,942645.0,Syed Khaleel Ahmed,Sunrisers Hyderabad,30000000.0,3.0,468000.0,2000000.0,0.2,,793500000.0,79.35,6500000.0,0.65,New,0.0,0.0,sold,from auction file,2017,,1997-12-05,,India,Bowler,Right hand Bat,Left arm Fast medium,2018 - 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-04,2024-07-30,2018-09-18,2019-08-14,,,,,False,True,2018,True,21.0,False
2018,802575.0,T Natarajan,Sunrisers Hyderabad,4000000.0,0.4,62000.0,4000000.0,0.4,,793500000.0,79.35,6500000.0,0.65,New,0.0,0.0,sold,from auction file,2017,Thangarasu Natarajan,1991-04-04,35y 91d,India,Bowler,Left hand Bat,Left arm Medium,2020 - 2021,IPL 2017,PBKS,6.0,,,,,,,,,,,,0.0,0.0,2.0,9.07,76.0,1/26,1/26,57.5,38.0,0.0,0.0,0.0,2020-12-04,2021-03-20,2020-12-02,2021-03-28,1.0,26.0,1.0,26.0,True,True,2020,False,27.0,False
2018,792725.0,Tanmay Agarwal,Sunrisers Hyderabad,2000000.0,0.2,31000.0,2000000.0,0.2,,793500000.0,79.35,6500000.0,0.65,New,0.0,0.0,sold,from auction file,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,False,,False
2018,279810.0,Wriddhiman Saha,Sunrisers Hyderabad,50000000.0,5.0,781000.0,10000000.0,1.0,,793500000.0,79.35,6500000.0,0.65,New,0.0,0.0,sold,from auction file,2017,Wriddhiman Prasanta Saha,1984-10-24,41y 248d,India,Wicketkeeper Batter,Right hand Bat,,2010 - 2021,IPL 2017,PBKS,14.0,11.0,1.0,234.0,93.0,23.4,187.0,125.13,0.0,1.0,20.0,8.0,10.0,2.0,,,,,,,,,,,,,2010-11-28,2014-11-09,,,,,True,True,2010,True,34.0,False
2018,32498.0,Yusuf Pathan,Sunrisers Hyderabad,19000000.0,1.9,296000.0,7500000.0,0.75,,793500000.0,79.35,6500000.0,0.65,New,0.0,0.0,sold,from auction file,2017,Yusuf Khan Pathan,1982-11-17,43y 230d,India,Allrounder,Right hand Bat,Right arm Offbreak,2007 - 2012,IPL 2017,KKR,15.0,11.0,3.0,143.0,59.0,17.87,115.0,124.34,0.0,1.0,9.0,6.0,2.0,0.0,1.0,10.25,24.0,1/2,1/2,41.0,24.0,0.0,0.0,0.0,2007-09-24,2012-03-30,2008-06-10,2012-03-18,1.0,2.0,1.0,2.0,True,True,2007,True,36.0,False
