year,player_id,player_name,team,sold_price,sold_price_in_cr,sold_price_in_usd,base_price,base_price_in_cr,base_price_in_usd,purse_spent,purse_spent_in_cr,purse_left,purse_left_in_cr,status,transferred,overseas,auction_result,id_source,prior_season,player_name_stats,birthdate,age,nationality,player_role,batting_style,bowling_style,international_career,tournament,team_stats,matches,innings,no,runs,highestscore,batting_average,bf,strikerate,100s,50s,4s,6s,Ct,St,wickets,economy,balls,bbi,bbm,bowl_ave,sr,4w,5w,10w,t20_start,t20_end,odi_start,odi_end,bbi_wkts,bbi_runs,bbm_wkts,bbm_runs,has_prior_season,is_mega_auction,int_value,is_capped
2017,721867,Jitesh Sharma,Mumbai Indians,1000000,0.1,14000,,,,626450000,62.645,33550000,3.355,Retained,0,0,,from auction file,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2017,308967,Jos Buttler,Mumbai Indians,38000000,3.8,567000,,,,626450000,62.645,33550000,3.355,Retained,0,1,,from auction file,2016,Joseph Charles Buttler,9/8/1990,35y 321d,England,Wicketkeeper Batter,Right hand Bat,,2011 - 2026,IPL 2016,MI,14,14,3,255,41,23.18,184,138.58,0,0,23,11,7,0,,,,,,,,,,,8/31/2011,7/11/2026,2/21/2012,7/19/2026,,,,,TRUE,FALSE,2011,TRUE
2017,424377,K Gowtham,Mumbai Indians,20000000,2,298000,1000000,0.1,,626450000,62.645,33550000,3.355,New,0,0,sold,from auction file,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2017,30288,Karn Sharma,Mumbai Indians,32000000,3.2,477000,3000000,0.3,,626450000,62.645,33550000,3.355,New,0,0,sold,from auction file,2016,Karn Vinod Sharma,10/23/1987,38y 249d,India,Bowler,Left hand Bat,Legbreak Googly,2014 - 2014,IPL 2016,SRH,5,3,3,36,26,,30,120,0,0,3,1,0,0,0,10.46,98,,,,,0,0,0,12/9/2014,11/13/2014,11/13/2014,11/16/2014,,,,,TRUE,FALSE,2014,TRUE
2017,230559,Kieron Pollard,Mumbai Indians,95000000,9.5,1417000,,,,626450000,62.645,33550000,3.355,Retained,0,1,,from auction file,2016,Kieron Adrian Pollard,5/12/1987,39y 56d,West Indies,Batting Allrounder,Right hand Bat,Right arm Medium,2007 - 2022,IPL 2016,MI,13,12,4,207,51,25.87,144,143.75,0,1,11,16,5,0,0,13.5,36,,,,,0,0,0,6/20/2008,2/20/2022,4/10/2007,2/6/2022,,,,,TRUE,FALSE,2007,TRUE
2017,471342,Krunal Pandya,Mumbai Indians,20000000,2,298000,,,,626450000,62.645,33550000,3.355,Retained,0,0,,from auction file,2016,Krunal Himanshu Pandya,3/24/1991,35y 103d,India,Allrounder,Left hand Bat,Slow Left arm Orthodox,2018 - 2021,IPL 2016,MI,12,9,3,237,86,39.5,124,191.12,0,1,22,13,2,0,6,7.57,187,15-Feb,15-Feb,39.33,31.1,0,0,0,11/4/2018,7/25/2021,3/23/2021,7/20/2021,2,15,2,15,TRUE,FALSE,2018,FALSE
2017,1083033,Kulwant Khejroliya,Mumbai Indians,1000000,0.1,14000,1000000,0.1,,626450000,62.645,33550000,3.355,New,0,0,sold,from auction file,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2017,49758,Lasith Malinga,Mumbai Indians,75000000,7.5,1119000,,,,626450000,62.645,33550000,3.355,Retained,0,1,,from auction file,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2017,53116,Lendl Simmons,Mumbai Indians,5500000,0.55,82000,,,,626450000,62.645,33550000,3.355,Retained,0,1,,from auction file,2016,Lendl Mark Platter Simmons,1/25/1985,41y 163d,West Indies,Top order Batter,Right hand Bat,Right arm Medium fast,2006 - 2021,IPL 2016,MI,1,1,0,8,8,8,8,100,0,0,0,1,0,0,,,,,,,,,,,6/29/2007,10/26/2021,12/7/2006,3/21/2015,,,,,TRUE,FALSE,2006,TRUE
2017,6033,Mitchell Johnson,Mumbai Indians,20000000,2,298000,20000000,2,,626450000,62.645,33550000,3.355,New,0,1,sold,from auction file,2016,Mitchell Guy Johnson,11/2/1981,44y 245d,Australia,Bowler,Left hand Bat,Left arm Fast,2005 - 2015,IPL 2016,PBKS,3,3,1,5,4,2.5,14,35.71,0,0,0,0,1,0,2,9.63,66,Jan-35,Jan-35,53,33,0,0,0,9/12/2007,8/31/2013,12/10/2005,3/29/2015,1,35,1,35,TRUE,FALSE,2005,TRUE
2017,319439,Mitchell McClenaghan,Mumbai Indians,3000000,0.3,44000,,,,626450000,62.645,33550000,3.355,Retained,0,1,,from auction file,2016,Mitchell John McClenaghan,6/11/1986,40y 26d,New Zealand,Bowler,Left hand Bat,Left arm Fast medium,2012 - 2018,IPL 2016,MI,14,5,2,34,20,11.33,23,147.82,0,0,2,3,0,0,17,8.17,320,21-Apr,21-Apr,25.64,18.8,1,0,0,12/21/2012,5/31/2018,1/19/2013,1/25/2016,4,21,4,21,TRUE,FALSE,2012,TRUE
2017,604302,Nicholas Pooran,Mumbai Indians,3000000,0.3,44000,3000000,0.3,,626450000,62.645,33550000,3.355,New,0,1,sold,from auction file,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2017,604527,Nitish Rana,Mumbai Indians,1000000,0.1,14000,,,,626450000,62.645,33550000,3.355,Retained,0,0,,from auction file,2016,Nitish Rana,12/27/1993,32y 189d,India,Middle order Batter,Left hand Bat,"Right arm Medium, Right arm Offbreak, Legbreak",2021 - 2021,IPL 2016,MI,4,3,0,104,70,34.66,75,138.66,0,1,7,8,0,0,0,3,6,,,,,0,0,0,7/28/2021,7/29/2021,7/23/2021,7/28/2021,,,,,TRUE,FALSE,2021,FALSE
2017,32242,Parthiv Patel,Mumbai Indians,14000000,1.4,208000,,,,626450000,62.645,33550000,3.355,Retained,0,0,,from auction file,2016,Parthiv Ajay Patel,3/9/1985,41y 112d,India,Wicketkeeper Batter,Left hand Bat,Right arm Offbreak,2002 - 2018,IPL 2016,MI,10,10,0,177,81,17.7,152,116.44,0,1,23,4,9,1,,,,,,,,,,,6/4/2011,8/31/2011,1/4/2003,2/21/2012,,,,,TRUE,FALSE,2002,TRUE
2017,34102,Rohit Sharma,Mumbai Indians,125000000,12.5,1865000,,,,626450000,62.645,33550000,3.355,Retained,0,0,,from auction file,2016,Rohit Gurunath Sharma,4/30/1987,39y 65d,India,Top order Batter,Right hand Bat,Right arm Offbreak,2007 - 2026,IPL 2016,MI,14,14,3,489,85,44.45,368,132.88,0,5,49,16,2,0,,,,,,,,,,,9/19/2007,6/29/2024,6/23/2007,6/20/2026,,,,,TRUE,FALSE,2007,TRUE
2017,35390,Saurabh Tiwary,Mumbai Indians,3000000,0.3,44000,3000000,0.3,,626450000,62.645,33550000,3.355,New,0,0,sold,from auction file,2016,Saurabh Sunil Tiwary,12/30/1989,36y 186d,India,Top order Batter,Left hand Bat,,2010 - 2010,IPL 2016,RPS,10,8,1,170,57,24.28,141,120.56,0,2,17,4,4,0,,,,,,,,,,,,,10/20/2010,12/10/2010,,,,,TRUE,FALSE,2010,TRUE
2017,344580,Shreyas Gopal,Mumbai Indians,1000000,0.1,14000,,,,626450000,62.645,33550000,3.355,Retained,0,0,,from auction file,2016,Shreyas Gopal,9/4/1993,32y 305d,India,Bowler,Right hand Bat,Legbreak,,IPL 2016,MI,1,1,0,2,2,2,16,12.5,0,0,0,0,0,0,0,6,18,,,,,0,0,0,,,,,,,,,TRUE,FALSE,,FALSE
2017,422342,Siddhesh Lad,Mumbai Indians,1000000,0.1,14000,,,,626450000,62.645,33550000,3.355,Retained,0,0,,from auction file,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2017,232364,Tim Southee,Mumbai Indians,25000000,2.5,373000,,,,626450000,62.645,33550000,3.355,Retained,0,1,,from auction file,2016,Timothy Grant Southee,12/11/1988,37y 200d,New Zealand,Bowler,Right hand Bat,Right arm Medium fast,2008 - 2024,IPL 2016,MI,11,4,1,30,25,10,19,157.89,0,0,1,2,4,0,9,7.65,258,24-Mar,24-Mar,36.55,28.6,0,0,0,2/5/2008,6/17/2024,6/15/2008,11/15/2023,3,24,3,24,TRUE,FALSE,2008,TRUE
2017,35731,Vinay Kumar,Mumbai Indians,29900000,2.99,447000,,,,626450000,62.645,33550000,3.355,Retained,0,0,,from auction file,2016,Ranganath Vinay Kumar,2/12/1984,42y 143d,India,Bowler,Right hand Bat,Right arm Medium,2010 - 2013,IPL 2016,MI,3,2,1,13,12,13,12,108.33,0,0,0,1,0,0,3,7.11,54,17-Feb,17-Feb,21.33,18,0,0,0,5/11/2010,10/10/2013,5/28/2010,11/2/2013,2,17,2,17,TRUE,FALSE,2010,TRUE
2017,379504,Adam Zampa,Rising Pune Supergiants,3000000,0.3,44000,,,,657000000,65.7,3000000,0.3,Retained,0,1,,from auction file,2016,Adam Zampa,3/31/1992,34y 99d,Australia,Bowler,Right hand Bat,Legbreak Googly,2016 - 2026,IPL 2016,RPS,5,1,0,0,0,0,1,0,0,0,0,0,0,0,12,6.76,102,19-Jun,19-Jun,9.58,8.5,0,1,0,3/4/2016,6/21/2026,2/6/2016,6/14/2026,6,19,6,19,TRUE,FALSE,2016,TRUE
2017,277916,Ajinkya Rahane,Rising Pune Supergiants,95000000,9.5,1417000,,,,657000000,65.7,3000000,0.3,Retained,0,0,,from auction file,2016,Ajinkya Madhukar Rahane,6/6/1988,38y 23d,India,Top order Batter,Right hand Bat,Right arm Medium,2011 - 2023,IPL 2016,RPS,14,14,3,480,74,43.63,379,126.64,0,6,54,9,7,0,,,,,,,,,,,8/31/2011,8/28/2016,9/3/2011,2/16/2018,,,,,TRUE,FALSE,2011,TRUE
2017,422992,Ankit Sharma,Rising Pune Supergiants,1000000,0.1,14000,,,,657000000,65.7,3000000,0.3,Retained,0,0,,from auction file,2016,Ankit Nagendra Sharma,4/20/1991,35y 75d,India,Bowler,Left hand Bat,Slow Left arm Orthodox,,IPL 2016,RPS,3,1,1,3,3,,3,100,0,0,0,0,1,0,1,7.63,66,27-Jan,27-Jan,84,66,0,0,0,,,,,1,27,1,27,TRUE,FALSE,,FALSE
2017,604534,Ankush Bains,Rising Pune Supergiants,1000000,0.1,14000,,,,657000000,65.7,3000000,0.3,Retained,0,0,,from auction file,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2017,227712,Ashok Dinda,Rising Pune Supergiants,5000000,0.5,74000,,,,657000000,65.7,3000000,0.3,Retained,0,0,,from auction file,2016,Ashok Bhimchandra Dinda,3/25/1984,42y 101d,India,Bowler,Right hand Bat,Right arm Medium fast,2009 - 2013,IPL 2016,RPS,9,,,,,,,,,,,,0,0,11,7.57,183,20-Mar,20-Mar,21,16.6,0,0,0,12/9/2009,12/28/2012,5/28/2010,1/11/2013,3,20,3,20,TRUE,FALSE,2009,TRUE
2017,477071,Baba Aparajith,Rising Pune Supergiants,1000000,0.1,14000,,,,657000000,65.7,3000000,0.3,Retained,0,0,,from auction file,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2017,311158,Ben Stokes,Rising Pune Supergiants,145000000,14.5,2164000,20000000,2,,657000000,65.7,3000000,0.3,New,0,1,sold,from auction file,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2017,4864,Dan Christian,Rising Pune Supergiants,10000000,1,149000,10000000,1,,657000000,65.7,3000000,0.3,New,0,1,sold,from auction file,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2017,447261,Deepak Chahar,Rising Pune Supergiants,1000000,0.1,14000,,,,657000000,65.7,3000000,0.3,Retained,0,0,,from auction file,2016,Deepak Lokandersingh Chahar,8/7/1992,33y 326d,India,Bowler,Right hand Bat,Right arm Medium,2018 - 2023,IPL 2016,RPS,2,,,,,,,,,,,,1,0,0,8.2,30,,,,,0,0,0,7/8/2018,12/1/2023,9/25/2018,12/7/2022,,,,,TRUE,FALSE,2018,FALSE
2017,44828,Faf du Plessis,Rising Pune Supergiants,40000000,4,597000,,,,657000000,65.7,3000000,0.3,Retained,0,1,,from auction file,2016,Francois du Plessis,7/13/1984,41y 351d,South Africa,Middle order Batter,Right hand Bat,Legbreak,2011 - 2021,IPL 2016,RPS,6,6,0,206,69,34.33,162,127.16,0,2,17,9,4,0,,,,,,,,,,,9/8/2012,12/1/2020,1/18/2011,7/6/2019,,,,,TRUE,FALSE,2011,TRUE
2017,447439,Ishwar Pandey,Rising Pune Supergiants,2000000,0.2,29000,,,,657000000,65.7,3000000,0.3,Retained,0,0,,from auction file,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2017,543922,Jaskaran Singh,Rising Pune Supergiants,1000000,0.1,14000,,,,657000000,65.7,3000000,0.3,Retained,0,0,,from auction file,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2017,390484,Jaydev Unadkat,Rising Pune Supergiants,3000000,0.3,44000,3000000,0.3,,657000000,65.7,3000000,0.3,New,0,0,sold,from auction file,2016,Jaydev Dipakbhai Unadkat,10/18/1991,34y 259d,India,Bowler,Right hand Bat,Left arm Medium,2010 - 2023,IPL 2016,KKR,1,,,,,,,,,,,,0,0,0,16.33,18,,,,,0,0,0,6/18/2016,3/18/2018,7/24/2013,8/1/2023,,,,,TRUE,FALSE,2010,TRUE
2017,493773,Lockie Ferguson,Rising Pune Supergiants,5000000,0.5,74000,5000000,0.5,,657000000,65.7,3000000,0.3,New,0,1,sold,from auction file,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2017,28081,MS Dhoni,Rising Pune Supergiants,125000000,12.5,1865000,,,,657000000,65.7,3000000,0.3,Retained,0,0,,from auction file,2016,Mahendra Singh Dhoni,7/7/1981,44y 357d,India,Wicketkeeper Batter,Right hand Bat,Right arm Medium,2004 - 2019,IPL 2016,RPS,14,12,5,284,64,40.57,210,135.23,0,1,18,14,8,4,,,,,,,,,,,12/1/2006,2/27/2019,12/23/2004,7/9/2019,,,,,TRUE,FALSE,2004,TRUE
2017,35565,Manoj Tiwary,Rising Pune Supergiants,5000000,0.5,74000,5000000,0.5,,657000000,65.7,3000000,0.3,New,0,0,sold,from auction file,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2017,398438,Mayank Agarwal,Rising Pune Supergiants,16000000,1.6,238000,,,,657000000,65.7,3000000,0.3,Retained,0,0,,from auction file,2016,Mayank Anurag Agarwal,2/16/1991,35y 138d,India,Batter,Right hand Bat,Right arm Offbreak,2018 - 2022,IPL 2016,DC,3,3,0,27,10,9,25,108,0,0,3,1,0,0,,,,,,,,,,,,,2/5/2020,11/29/2020,,,,,TRUE,FALSE,2018,FALSE
2017,969381,Milind Tandon,Rising Pune Supergiants,1000000,0.1,14000,1000000,0.1,,657000000,65.7,3000000,0.3,New,0,0,sold,from auction file,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2017,272450,Mitchell Marsh,Rising Pune Supergiants,48000000,4.8,716000,,,,657000000,65.7,3000000,0.3,Retained,0,1,,from auction file,2016,Mitchell Ross Marsh,10/20/1991,34y 257d,Australia,Allrounder,Right hand Bat,Right arm Medium,2011 - 2026,IPL 2016,RPS,3,1,0,7,7,7,11,63.63,0,0,0,0,0,0,4,5,54,14-Feb,14-Feb,11.25,13.5,0,0,0,10/16/2011,6/21/2026,10/19/2011,10/25/2025,2,14,2,14,TRUE,FALSE,2011,TRUE
2017,26421,R Ashwin,Rising Pune Supergiants,75000000,7.5,1119000,,,,657000000,65.7,3000000,0.3,Retained,0,0,,from auction file,2016,Ravichandran Ashwin,9/17/1986,39y 285d,India,Bowling Allrounder,Right hand Bat,Right arm Offbreak,2010 - 2024,IPL 2016,RPS,14,6,4,41,29,20.5,38,107.89,0,0,3,1,3,0,10,7.25,264,Apr-34,Apr-34,31.9,26.4,1,0,0,6/12/2010,11/10/2022,6/5/2010,10/8/2023,4,34,4,34,TRUE,FALSE,2010,TRUE
2017,1064812,Rahul Chahar,Rising Pune Supergiants,1000000,0.1,14000,1000000,0.1,,657000000,65.7,3000000,0.3,New,0,0,sold,from auction file,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2017,446763,Rahul Tripathi,Rising Pune Supergiants,1000000,0.1,14000,1000000,0.1,,657000000,65.7,3000000,0.3,New,0,0,sold,from auction file,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2017,26907,Rajat Bhatia,Rising Pune Supergiants,6000000,0.6,89000,,,,657000000,65.7,3000000,0.3,Retained,0,0,,from auction file,2016,Rajat Bhatia,10/22/1979,46y 255d,India,Allrounder,Right hand Bat,Right arm Medium fast,,IPL 2016,RPS,10,6,5,34,21,34,20,170,0,0,1,2,2,0,6,7.17,204,19-Feb,19-Feb,40.66,34,0,0,0,,,,,2,19,2,19,TRUE,FALSE,,FALSE
2017,627214,Saurabh Kumar,Rising Pune Supergiants,1000000,0.1,14000,1000000,0.1,,657000000,65.7,3000000,0.3,New,0,0,sold,from auction file,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2017,267192,Steven Smith,Rising Pune Supergiants,55000000,5.5,820000,,,,657000000,65.7,3000000,0.3,Retained,0,1,,from auction file,2016,Steven Peter Devereux Smith,6/2/1989,37y 32d,Australia,Top order Batter,Right hand Bat,Legbreak Googly,2010 - 2026,IPL 2016,RPS,8,7,1,270,101,45,176,153.4,1,0,27,8,2,0,,,,,,,,,,,2/5/2010,2/25/2024,2/19/2010,3/4/2025,,,,,TRUE,FALSE,2010,TRUE
2017,215155,Usman Khawaja,Rising Pune Supergiants,10000000,1,149000,,,,657000000,65.7,3000000,0.3,Retained,0,1,,from auction file,2016,Usman Tariq Khawaja,12/18/1986,39y 199d,Australia,Top order Batter,Left hand Bat,Right arm Medium,2011 - 2026,IPL 2016,RPS,6,6,0,127,30,21.16,100,127,0,0,14,3,1,0,,,,,,,,,,,1/31/2016,9/9/2016,1/11/2013,7/6/2019,,,,,TRUE,FALSE,2011,TRUE
2017,44936,AB de Villiers,Royal Challengers Bengaluru,95000000,9.5,1417000,,,,635750000,63.575,24250000,2.425,Retained,0,1,,from auction file,2016,Abraham Benjamin de Villiers,2/17/1984,42y 137d,South Africa,Wicketkeeper Batter,Right hand Bat,Right arm Medium,2004 - 2018,IPL 2016,RCB,16,16,3,687,129,52.84,407,168.79,1,6,57,37,19,0,,,,,,,,,,,2/24/2006,10/29/2017,2/2/2005,2/16/2018,,,,,TRUE,FALSE,2004,TRUE
2017,450860,Adam Milne,Royal Challengers Bengaluru,7000000,0.7,104000,,,,635750000,63.575,24250000,2.425,Retained,0,1,,from auction file,2016,Adam Fraser Milne,4/13/1992,34y 77d,New Zealand,Bowler,Right hand Bat,Right arm Fast,2010 - 2025,IPL 2016,RCB,1,,,,,,,,,,,,1,0,1,10.75,24,Jan-43,Jan-43,43,24,0,0,0,12/26/2010,7/26/2025,11/10/2012,11/19/2024,1,43,1,43,TRUE,FALSE,2010,TRUE
2017,527299,Aniket Choudhary,Royal Challengers Bengaluru,20000000,2,298000,1000000,0.1,,635750000,63.575,24250000,2.425,New,0,0,sold,from auction file,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2017,694211,Avesh Khan,Royal Challengers Bengaluru,1000000,0.1,14000,,,,635750000,63.575,24250000,2.425,Retained,0,0,,from auction file,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2017,533042,Billy Stanlake,Royal Challengers Bengaluru,3000000,0.3,44000,3000000,0.3,,635750000,63.575,24250000,2.425,New,0,1,sold,from auction file,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2017,51880,Chris Gayle,Royal Challengers Bengaluru,75000000,7.5,1119000,,,,635750000,63.575,24250000,2.425,Retained,0,1,,from auction file,2016,Christopher Henry Gayle,9/21/1979,46y 287d,West Indies,Allrounder,Left hand Bat,Right arm Offbreak,1999 - 2021,IPL 2016,RCB,10,10,0,227,76,22.7,150,151.33,0,2,17,21,4,0,2,6.3,60,11-Feb,11-Feb,31.5,30,0,0,0,2/16/2006,11/6/2021,9/11/1999,8/14/2019,2,11,2,11,TRUE,FALSE,1999,TRUE
2017,390481,Harshal Patel,Royal Challengers Bengaluru,4000000,0.4,59000,,,,635750000,63.575,24250000,2.425,Retained,0,0,,from auction file,2016,Harshal Vikram Patel,11/23/1990,35y 223d,India,Bowling Allrounder,Right hand Bat,Right arm Medium,2021 - 2023,IPL 2016,RCB,5,1,1,0,0,,0,,0,0,0,0,2,0,1,10.5,84,Jan-46,Jan-46,147,84,0,0,0,11/19/2021,1/3/2023,,,1,46,1,46,TRUE,FALSE,2021,FALSE
2017,277237,Iqbal Abdulla,Royal Challengers Bengaluru,1000000,0.1,14000,,,,635750000,63.575,24250000,2.425,Retained,0,0,,from auction file,2016,Sayed Iqbal Abdulla,12/2/1989,36y 215d,India,Allrounder,Left hand Bat,Slow Left arm Orthodox,,IPL 2016,RCB,8,2,2,37,33,,27,137.03,0,0,4,1,4,0,6,8.52,150,Mar-40,Mar-40,35.5,25,0,0,0,,,,,3,40,3,40,TRUE,FALSE,,FALSE
2017,422108,KL Rahul,Royal Challengers Bengaluru,10000000,1,149000,,,,635750000,63.575,24250000,2.425,Retained,0,0,,from auction file,2016,Kannaur Lokesh Rahul,4/18/1992,34y 77d,India,Wicketkeeper Batter,Right hand Bat,,2014 - 2026,IPL 2016,RCB,14,12,3,397,68,44.11,271,146.49,0,4,37,16,5,4,,,,,,,,,,,6/18/2016,11/10/2022,6/11/2016,6/17/2026,,,,,TRUE,FALSE,2014,TRUE
2017,290716,Kedar Jadhav,Royal Challengers Bengaluru,21700000,2.17,324000,,,,635750000,63.575,24250000,2.425,Retained,0,0,,from auction file,2016,Kedar Mahadav Jadhav,3/26/1985,41y 95d,India,Batting Allrounder,Right hand Bat,Right arm Offbreak,2014 - 2020,IPL 2016,RCB,4,3,3,42,25,,32,131.25,0,0,2,2,1,0,,,,,,,,,,,7/17/2015,10/10/2017,11/16/2014,2/8/2020,,,,,TRUE,FALSE,2014,TRUE
2017,398506,Mandeep Singh,Royal Challengers Bengaluru,8000000,0.8,119000,1000000,0.1,,635750000,63.575,24250000,2.425,Retained,0,0,,from auction file,2016,Mandeep Singh,12/18/1991,34y 198d,India,Allrounder,Right hand Bat,Right arm Medium,2016 - 2016,IPL 2016,RCB,1,,,,,,,,,,,,1,0,,,,,,,,,,,6/18/2016,6/22/2016,,,,,,,TRUE,FALSE,2016,TRUE
2017,530773,Pawan Negi,Royal Challengers Bengaluru,10000000,1,149000,3000000,0.3,,635750000,63.575,24250000,2.425,New,0,0,sold,from auction file,2016,Pawan Negi,1/6/1993,33y 174d,India,Bowler,Left hand Bat,Slow Left arm Orthodox,2016 - 2016,IPL 2016,DC,8,6,4,57,19,28.5,59,96.61,0,0,2,3,2,0,1,9.33,54,19-Jan,19-Jan,84,54,0,0,0,3/3/2016,11/3/2011,,,1,19,1,19,TRUE,FALSE,2016,TRUE
2017,777515,Praveen Dubey,Royal Challengers Bengaluru,1000000,0.1,14000,1000000,0.1,,635750000,63.575,24250000,2.425,New,0,0,sold,from auction file,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2017,290632,S Aravind,Royal Challengers Bengaluru,1000000,0.1,14000,,,,635750000,63.575,24250000,2.425,Retained,0,0,,from auction file,2016,Sreenath Aravind,4/8/1984,42y 90d,India,Bowler,Left hand Bat,Left arm Medium fast,2015 - 2015,IPL 2016,RCB,9,,,,,,,,,,,,3,0,11,7.4,175,18-Feb,18-Feb,19.63,15.9,0,0,0,10/2/2015,12/26/2008,,,2,18,2,18,TRUE,FALSE,2015,TRUE
2017,432783,Sachin Baby,Royal Challengers Bengaluru,1000000,0.1,14000,,,,635750000,63.575,24250000,2.425,Retained,0,0,,from auction file,2016,Sachin Baby,12/18/1988,37y 202d,India,Batter,Left hand Bat,Right arm Offbreak,,IPL 2016,RCB,11,6,2,119,33,29.75,79,150.63,0,0,9,5,1,0,2,4.8,10,4-Feb,4-Feb,4,5,0,0,0,,,,,2,4,2,4,TRUE,FALSE,,FALSE
2017,51433,Samuel Badree,Royal Challengers Bengaluru,5000000,0.5,74000,,,,635750000,63.575,24250000,2.425,Retained,0,1,,from auction file,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE
2017,642525,Sarfaraz Khan,Royal Challengers Bengaluru,5000000,0.5,74000,,,,635750000,63.575,24250000,2.425,Retained,0,0,,from auction file,2016,Sarfaraz Naushad Khan,10/22/1997,28y 250d,India,Middle order Batter,Right hand Bat,Legbreak,2024 - 2024,IPL 2016,RCB,5,4,2,66,35,33,31,212.9,0,0,7,4,0,0,,,,,,,,,,,,,,,,,,,TRUE,FALSE,2024,FALSE
2017,8180,Shane Watson,Royal Challengers Bengaluru,95000000,9.5,1417000,,,,635750000,63.575,24250000,2.425,Retained,0,1,,from auction file,2016,Shane Robert Watson,6/17/1981,45y 12d,Australia,Allrounder,Right hand Bat,Right arm Fast medium,2002 - 2016,IPL 2016,RCB,16,15,2,179,36,13.76,134,133.58,0,0,14,12,6,0,20,8.58,339,29-Apr,29-Apr,24.25,16.9,1,0,0,2/24/2006,3/27/2016,3/24/2002,9/5/2015,4,29,4,29,TRUE,FALSE,2002,TRUE
2017,27223,Stuart Binny,Royal Challengers Bengaluru,20000000,2,298000,,,,635750000,63.575,24250000,2.425,Retained,0,0,,from auction file,2016,Stuart Terence Roger Binny,6/3/1984,42y 33d,India,Allrounder,Right hand Bat,Right arm Medium,2014 - 2016,IPL 2016,RCB,14,6,2,63,21,15.75,39,161.53,0,0,5,4,3,0,1,7.88,102,17-Jan,17-Jan,134,102,0,0,0,7/17/2015,8/27/2016,1/28/2014,10/11/2015,1,17,1,17,TRUE,FALSE,2014,TRUE
2017,379145,Tabraiz Shamsi,Royal Challengers Bengaluru,1000000,0.1,14000,,,,635750000,63.575,24250000,2.425,Retained,0,1,,from auction file,2016,Tabraiz Shamsi,2/18/1990,36y 140d,South Africa,Bowler,Right hand Bat,Left arm Wrist spin,2016 - 2025,IPL 2016,RCB,4,,,,,,,,,,,,1,0,3,9.18,96,21-Jan,21-Jan,49,32,0,0,0,6/21/2017,6/29/2024,6/7/2016,2/12/2025,1,21,1,21,TRUE,FALSE,2016,TRUE
