team,purse_spent,purse_left,players_bought,overseas_buys,player_id,player_name,player_fullname,birthdate,type,base_price,sold_price,sold_price_cr,status,transferred,overseas
Punjab Kings,1215000000,35000000,25/25,8/8,777515,P Dubey,Praveen Dubey,1993-07-01,BOWLER,3000000,3000000,0.3,New,False,False
Rajasthan Royals,1223500000,26500000,25/25,8/8,1151278,YBK Jaiswal,Yashasvi Jaiswal,2001-12-28,ALL_ROUNDER,0,180000000,18.0,Retained,False,False
Rajasthan Royals,1223500000,26500000,25/25,8/8,1175488,DC Jurel,Dhruv Jurel,2001-01-21,BATTER,0,140000000,14.0,Retained,False,False
Rajasthan Royals,1223500000,26500000,25/25,8/8,1079434,R Parag,Riyan Parag,2001-11-10,ALL_ROUNDER,0,140000000,14.0,Retained,False,False
Rajasthan Royals,1223500000,26500000,25/25,8/8,234675,RA Jadeja,Ravindra Jadeja,1988-12-06,ALL_ROUNDER,0,140000000,14.0,Retained,True,False
Rajasthan Royals,1223500000,26500000,25/25,8/8,669855,JC Archer,Jofra Archer,1995-04-01,BOWLER,0,125000000,12.5,Retained,False,True
Rajasthan Royals,1223500000,26500000,25/25,8/8,670025,SO Hetmyer,Shimron Hetmyer,1996-12-26,BATTER,0,110000000,11.0,Retained,False,True
Rajasthan Royals,1223500000,26500000,25/25,8/8,1175441,Ravi Bishnoi,Ravi Bishnoi,2000-09-05,BOWLER,20000000,72000000,7.2,New,False,False
Rajasthan Royals,1223500000,26500000,25/25,8/8,822553,TU Deshpande,Tushar Deshpande,1995-05-15,BOWLER,0,65000000,6.5,Retained,False,False
Rajasthan Royals,1223500000,26500000,25/25,8/8,438362,Sandeep Sharma,Sandeep Sharma,1993-05-18,BOWLER,0,40000000,4.0,Retained,False,False
Rajasthan Royals,1223500000,26500000,25/25,8/8,971349,N Burger,Nandre Burger,1995-08-11,BOWLER,0,35000000,3.5,Retained,False,True
Rajasthan Royals,1223500000,26500000,25/25,8/8,662973,SM Curran,Sam Curran,1998-06-03,ALL_ROUNDER,0,24000000,2.4,Retained,True,True
Rajasthan Royals,1223500000,26500000,25/25,8/8,450860,AF Milne,Adam Milne,1992-04-13,BOWLER,20000000,24000000,2.4,New,False,True
Rajasthan Royals,1223500000,26500000,25/25,8/8,1294342,KT Maphaka,Kwena Maphaka,2006-04-08,BOWLER,0,15000000,1.5,Retained,False,True
Rajasthan Royals,1223500000,26500000,25/25,8/8,1408688,V Sooryavanshi,Vaibhav Sooryavanshi,2011-03-27,BATTER,0,11000000,1.1,Retained,False,False
Rajasthan Royals,1223500000,26500000,25/25,8/8,698315,D Ferreira,Donovan Ferreira,1998-07-21,BATTER,0,10000000,1.0,Retained,True,True
Rajasthan Royals,1223500000,26500000,25/25,8/8,1461577,Ravi Singh,Ravi Singh,2001-05-25,BATTER,3000000,9500000,0.95,New,False,False
Rajasthan Royals,1223500000,26500000,25/25,8/8,1175457,SS Mishra,Sushant Mishra,2000-12-23,BOWLER,3000000,9000000,0.9,New,False,False
Rajasthan Royals,1223500000,26500000,25/25,8/8,1252585,SB Dubey,Shubham Dubey,1994-08-27,BATTER,0,8000000,0.8,Retained,False,False
Rajasthan Royals,1223500000,26500000,25/25,8/8,1163695,KR Sen,Kuldeep Sen,1996-10-22,BOWLER,7500000,7500000,0.75,New,False,False
Rajasthan Royals,1223500000,26500000,25/25,8/8,1206052,Yudhvir Singh,Yudhvir Singh,1997-09-13,ALL_ROUNDER,0,3500000,0.35,Retained,False,False
Rajasthan Royals,1223500000,26500000,25/25,8/8,1515186,Yash Raj Punja,Yash Raj Punja,2006-06-26,BOWLER,3000000,3000000,0.3,New,False,False
Rajasthan Royals,1223500000,26500000,25/25,8/8,1515046,Brijesh Sharma,Brijesh Sharma,1998-12-16,BOWLER,3000000,3000000,0.3,New,False,False
Rajasthan Royals,1223500000,26500000,25/25,8/8,1460388,V Puthur,Vignesh Puthur,2001-03-02,BOWLER,3000000,3000000,0.3,New,False,False
Rajasthan Royals,1223500000,26500000,25/25,8/8,1403261,Aman Rao,Aman Rao,2004-06-02,BATTER,3000000,3000000,0.3,New,False,False
Rajasthan Royals,1223500000,26500000,25/25,8/8,1385640,LG Pretorius,Lhuan-dre Pretorius,2006-03-27,BATTER,0,3000000,0.3,Retained,False,True
Royal Challengers Bengaluru,1247500000,2500000,25/25,8/8,253802,V Kohli,Virat Kohli,1988-11-05,BATTER,0,210000000,21.0,Retained,False,False
Royal Challengers Bengaluru,1247500000,2500000,25/25,8/8,288284,JR Hazlewood,Josh Hazlewood,1991-01-08,BOWLER,0,125000000,12.5,Retained,False,True
Royal Challengers Bengaluru,1247500000,2500000,25/25,8/8,669365,PD Salt,Phil Salt,1996-08-28,BATTER,0,115000000,11.5,Retained,False,True
Royal Challengers Bengaluru,1247500000,2500000,25/25,8/8,823703,RM Patidar,Rajat Patidar,1993-06-01,BATTER,0,110000000,11.0,Retained,False,False
Royal Challengers Bengaluru,1247500000,2500000,25/25,8/8,721867,JM Sharma,Jitesh Sharma,1993-10-22,BATTER,0,110000000,11.0,Retained,False,False
Royal Challengers Bengaluru,1247500000,2500000,25/25,8/8,326016,B Kumar,Bhuvneshwar Kumar,1990-02-05,BOWLER,0,107500000,10.75,Retained,False,False
Royal Challengers Bengaluru,1247500000,2500000,25/25,8/8,851403,VR Iyer,Venkatesh Iyer,1994-12-25,ALL_ROUNDER,20000000,70000000,7.0,New,False,False
Royal Challengers Bengaluru,1247500000,2500000,25/25,8/8,1161489,Rasikh Salam,Rasikh Salam,2000-04-05,BOWLER,0,60000000,6.0,Retained,False,False
Royal Challengers Bengaluru,1247500000,2500000,25/25,8/8,471342,KH Pandya,Krunal Pandya,1991-03-24,ALL_ROUNDER,0,57500000,5.75,Retained,False,False
Royal Challengers Bengaluru,1247500000,2500000,25/25,8/8,1515303,Mangesh Yadav,Mangesh Yadav,2002-10-10,ALL_ROUNDER,3000000,52000000,5.2,New,False,False
Royal Challengers Bengaluru,1247500000,2500000,25/25,8/8,1159720,Yash Dayal,Yash Dayal,1997-12-13,BOWLER,0,50000000,5.0,Retained,False,False
Royal Challengers Bengaluru,1247500000,2500000,25/25,8/8,892749,TH David,Tim David,1996-03-16,ALL_ROUNDER,0,30000000,3.0,Retained,False,True
Royal Challengers Bengaluru,1247500000,2500000,25/25,8/8,1350792,Suyash Sharma,Suyash Sharma,2003-05-15,BOWLER,0,26000000,2.6,Retained,False,False
Royal Challengers Bengaluru,1247500000,2500000,25/25,8/8,1194959,JG Bethell,Jacob Bethell,2003-10-23,ALL_ROUNDER,0,26000000,2.6,Retained,False,True
Royal Challengers Bengaluru,1247500000,2500000,25/25,8/8,1119026,D Padikkal,Devdutt Padikkal,2000-07-07,BATTER,0,20000000,2.0,Retained,False,False
Royal Challengers Bengaluru,1247500000,2500000,25/25,8/8,547766,JA Duffy,Jacob Duffy,1994-08-02,BOWLER,20000000,20000000,2.0,New,False,True
Royal Challengers Bengaluru,1247500000,2500000,25/25,8/8,955235,N Thushara,Nuwan Thushara,1994-08-06,BOWLER,0,16000000,1.6,Retained,False,True
Royal Challengers Bengaluru,1247500000,2500000,25/25,8/8,677077,R Shepherd,Romario Shepherd,1994-11-26,ALL_ROUNDER,0,15000000,1.5,Retained,False,True
Royal Challengers Bengaluru,1247500000,2500000,25/25,8/8,1112537,JM Cox,Jordan Cox,2000-10-21,BATTER,7500000,7500000,0.75,New,False,True
Royal Challengers Bengaluru,1247500000,2500000,25/25,8/8,232292,Swapnil Singh,Swapnil Singh,1991-01-22,ALL_ROUNDER,0,5000000,0.5,Retained,False,False
Royal Challengers Bengaluru,1247500000,2500000,25/25,8/8,1515302,S Deswal,Satvik Deswal,2007-03-23,ALL_ROUNDER,3000000,3000000,0.3,New,False,False
Royal Challengers Bengaluru,1247500000,2500000,25/25,8/8,1490396,K Chouhan,Kanishk Chouhan,2006-09-26,ALL_ROUNDER,3000000,3000000,0.3,New,False,False
Royal Challengers Bengaluru,1247500000,2500000,25/25,8/8,1449085,Abhinandan Singh,Abhinandan Singh,1997-03-30,BOWLER,0,3000000,0.3,Retained,False,False
Royal Challengers Bengaluru,1247500000,2500000,25/25,8/8,1354132,VM Malhotra,Vihaan Malhotra,2007-01-01,ALL_ROUNDER,3000000,3000000,0.3,New,False,False
Royal Challengers Bengaluru,1247500000,2500000,25/25,8/8,1292520,VK Ostwal,Vicky Ostwal,2002-09-01,ALL_ROUNDER,3000000,3000000,0.3,New,False,False
Sunrisers Hyderabad,1195500000,54500000,25/25,8/8,436757,H Klaasen,Heinrich Klaasen,1991-07-30,BATTER,0,230000000,23.0,Retained,False,True
Sunrisers Hyderabad,1195500000,54500000,25/25,8/8,489889,PJ Cummins,Pat Cummins,1993-05-08,ALL_ROUNDER,0,180000000,18.0,Retained,False,True
Sunrisers Hyderabad,1195500000,54500000,25/25,8/8,1070183,Abhishek Sharma,Abhishek Sharma,2000-09-04,ALL_ROUNDER,0,140000000,14.0,Retained,False,False
Sunrisers Hyderabad,1195500000,54500000,25/25,8/8,530011,TM Head,Travis Head,1993-12-29,BATTER,0,140000000,14.0,Retained,False,True
Sunrisers Hyderabad,1195500000,54500000,25/25,8/8,403902,LS Livingstone,Liam Livingstone,1993-08-04,ALL_ROUNDER,20000000,130000000,13.0,New,False,True
Sunrisers Hyderabad,1195500000,54500000,25/25,8/8,720471,Ishan Kishan,Ishan Kishan,1998-07-18,BATTER,0,112500000,11.25,Retained,False,False
Sunrisers Hyderabad,1195500000,54500000,25/25,8/8,390481,HV Patel,Harshal Patel,1990-11-23,ALL_ROUNDER,0,80000000,8.0,Retained,False,False
Sunrisers Hyderabad,1195500000,54500000,25/25,8/8,1175496,K Nitish Kumar Reddy,Nitish Kumar Reddy,2003-05-26,ALL_ROUNDER,0,60000000,6.0,Retained,False,False
Sunrisers Hyderabad,1195500000,54500000,25/25,8/8,1088610,J Edwards,Jack Edwards,2000-04-19,ALL_ROUNDER,5000000,30000000,3.0,New,False,True
Sunrisers Hyderabad,1195500000,54500000,25/25,8/8,1199281,S Arora,Salil Arora,2002-11-07,BATTER,3000000,15000000,1.5,New,False,False
Sunrisers Hyderabad,1195500000,54500000,25/25,8/8,1306214,E Malinga,Eshan Malinga,2001-02-04,BOWLER,0,12000000,1.2,Retained,False,True
Sunrisers Hyderabad,1195500000,54500000,25/25,8/8,596417,BA Carse,Brydon Carse,1995-07-31,ALL_ROUNDER,0,10000000,1.0,Retained,False,True
Sunrisers Hyderabad,1195500000,54500000,25/25,8/8,390484,JD Unadkat,Jaydev Unadkat,1991-10-18,BOWLER,0,10000000,1.0,Retained,False,False
Sunrisers Hyderabad,1195500000,54500000,25/25,8/8,1079848,Shivam Mavi,Shivam Mavi,1998-11-26,BOWLER,7500000,7500000,0.75,New,False,False
Sunrisers Hyderabad,1195500000,54500000,25/25,8/8,784373,PHKD Mendis,Kamindu Mendis,1998-09-30,ALL_ROUNDER,0,7500000,0.75,Retained,False,True
Sunrisers Hyderabad,1195500000,54500000,25/25,8/8,942371,Zeeshan Ansari,Zeeshan Ansari,1999-12-16,BOWLER,0,4000000,0.4,Retained,False,False
Sunrisers Hyderabad,1195500000,54500000,25/25,8/8,1515304,O Tarmale,Onkar Tarmale,2002-08-22,BOWLER,3000000,3000000,0.3,New,False,False
Sunrisers Hyderabad,1195500000,54500000,25/25,8/8,1512257,Amit Kumar,Amit Kumar,2002-11-02,BOWLER,3000000,3000000,0.3,New,False,False
Sunrisers Hyderabad,1195500000,54500000,25/25,8/8,1512089,Shivang Kumar,Shivang Kumar,2002-05-26,ALL_ROUNDER,3000000,3000000,0.3,New,False,False
Sunrisers Hyderabad,1195500000,54500000,25/25,8/8,1467631,KB Fuletra,Krains Fuletra,2004-06-19,ALL_ROUNDER,3000000,3000000,0.3,New,False,False
Sunrisers Hyderabad,1195500000,54500000,25/25,8/8,1409976,AU Verma,Aniket Verma,2002-02-05,BATTER,0,3000000,0.3,Retained,False,False
Sunrisers Hyderabad,1195500000,54500000,25/25,8/8,1340422,Sakib Hussain,Sakib Hussain,2004-12-14,BOWLER,3000000,3000000,0.3,New,False,False
Sunrisers Hyderabad,1195500000,54500000,25/25,8/8,1327722,R Smaran,Ravichandran Smaran,2003-05-05,BATTER,0,3000000,0.3,Retained,False,False
Sunrisers Hyderabad,1195500000,54500000,25/25,8/8,1216167,PP Hinge,Praful Hinge,2002-01-18,BOWLER,3000000,3000000,0.3,New,False,False
Sunrisers Hyderabad,1195500000,54500000,25/25,8/8,1216159,HS Dubey,Harsh Dubey,2002-07-23,ALL_ROUNDER,0,3000000,0.3,Retained,False,False
